"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","multi_arm1","multi_arm2","year","time_weeks","time","format","format_details","n_sessions_arm1","country","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","rob","notes","full_ref","culture"
"137","Koszycki, 2016","Koszycki_2016_msd_SPIN_post_NA_self-report_3rd_wlc_NA_NA",1.98982939590968,0.429362100051195,"3rd","wlc","Canada","H",NA,NA,2016,12,"post","grp","grp",12,"North America","adul",39.77,0.7949,"com","sad","adul",1,NA,"Koszycki, D., Thake, J., Mavounza, C., Daoust, J. P., Taljaard, M., & Bradwejn, J. (2016). Preliminary Investigation of a Mindfulness-Based Intervention for Social Anxiety Disorder That Integrates Compassion Meditation and Mindful Exposure. J Altern Complement Med, 22(5), 363-374. https://doi.org/10.1089/acm.2015.0108 ","A - Western"
"138","Koszycki, 2016","Koszycki_2016_msd_LSAS_post_NA_cr_3rd_wlc_NA_NA",1.77915075241769,0.414381202990662,"3rd","wlc","Canada","H",NA,NA,2016,12,"post","grp","grp",12,"North America","adul",39.77,0.7949,"com","sad","adul",1,NA,"Koszycki, D., Thake, J., Mavounza, C., Daoust, J. P., Taljaard, M., & Bradwejn, J. (2016). Preliminary Investigation of a Mindfulness-Based Intervention for Social Anxiety Disorder That Integrates Compassion Meditation and Mindful Exposure. J Altern Complement Med, 22(5), 363-374. https://doi.org/10.1089/acm.2015.0108 ","A - Western"
"139","Ledley, 2009","Ledley_2009_msd_ADIS_post_NA_cr_cbt_wlc_NA_NA",1.11669792061686,0.372202590682751,"cbt","wlc","USA","H",NA,NA,2009,20,"post","ind","ind",16,"North America","adul",34.87,0.579,"clin","sad","adul",0,NA,"Ledley, D. R., Heimberg, R. G., Hope, D. A., Hayes, S. A., Zaider, T. I., Dyke, M. V., Turk, C. L., Kraus, C., & Fresco, D. M. (2009). Efficacy of a manualized and workbook-driven individual treatment for social anxiety disorder. Behav Ther, 40(4), 414-424. https://doi.org/10.1016/j.beth.2008.12.001 ","A - Western"
"140","Ledley, 2009","Ledley_2009_msd_SPS_post_NA_self-report_cbt_wlc_NA_NA",1.7849575424481,0.410422735271776,"cbt","wlc","USA","H",NA,NA,2009,20,"post","ind","ind",16,"North America","adul",34.87,0.579,"clin","sad","adul",0,NA,"Ledley, D. R., Heimberg, R. G., Hope, D. A., Hayes, S. A., Zaider, T. I., Dyke, M. V., Turk, C. L., Kraus, C., & Fresco, D. M. (2009). Efficacy of a manualized and workbook-driven individual treatment for social anxiety disorder. Behav Ther, 40(4), 414-424. https://doi.org/10.1016/j.beth.2008.12.001 ","A - Western"
"141","Ledley, 2009","Ledley_2009_msd_FNE-B_post_NA_self-report_cbt_wlc_NA_NA",1.68553676516768,0.403886399667291,"cbt","wlc","USA","H",NA,NA,2009,20,"post","ind","ind",16,"North America","adul",34.87,0.579,"clin","sad","adul",0,NA,"Ledley, D. R., Heimberg, R. G., Hope, D. A., Hayes, S. A., Zaider, T. I., Dyke, M. V., Turk, C. L., Kraus, C., & Fresco, D. M. (2009). Efficacy of a manualized and workbook-driven individual treatment for social anxiety disorder. Behav Ther, 40(4), 414-424. https://doi.org/10.1016/j.beth.2008.12.001 ","A - Western"
"142","Ledley, 2009","Ledley_2009_msd_SIAS_post_NA_self-report_cbt_wlc_NA_NA",2.52977568106629,0.466927656991895,"cbt","wlc","USA","H",NA,NA,2009,20,"post","ind","ind",16,"North America","adul",34.87,0.579,"clin","sad","adul",0,NA,"Ledley, D. R., Heimberg, R. G., Hope, D. A., Hayes, S. A., Zaider, T. I., Dyke, M. V., Turk, C. L., Kraus, C., & Fresco, D. M. (2009). Efficacy of a manualized and workbook-driven individual treatment for social anxiety disorder. Behav Ther, 40(4), 414-424. https://doi.org/10.1016/j.beth.2008.12.001 ","A - Western"
"143","Ledley, 2009","Ledley_2009_msd_LSAS_post_NA_cr_cbt_wlc_NA_NA",0.773456216045275,0.358506136929606,"cbt","wlc","USA","H",NA,NA,2009,20,"post","ind","ind",16,"North America","adul",34.87,0.579,"clin","sad","adul",0,NA,"Ledley, D. R., Heimberg, R. G., Hope, D. A., Hayes, S. A., Zaider, T. I., Dyke, M. V., Turk, C. L., Kraus, C., & Fresco, D. M. (2009). Efficacy of a manualized and workbook-driven individual treatment for social anxiety disorder. Behav Ther, 40(4), 414-424. https://doi.org/10.1016/j.beth.2008.12.001 ","A - Western"
"144","Leichsenring, 2013","Leichsenring_2013_msd_LSAS_post_NA_cr_cbt_wlc_cbt_wlc",0.989482711588691,0.138389521409826,"cbt","wlc","Germany","H","cbt","wlc",2013,NA,"post","ind","ind",25,"Europe","adul",35.23,0.546,"com","sad","adul",0,NA,"Leichsenring, F., Salzer, S., Beutel, M. E., Herpertz, S., Hiller, W., Hoyer, J., Huesing, J., Joraschky, P., Nolting, B., Poehlmann, K., Ritter, V., Stangier, U., Strauss, B., Stuhldreher, N., Tefikow, S., Teismann, T., Willutzki, U., Wiltink, J., & Leibing, E. (2013). Psychodynamic therapy and cognitive-behavioral therapy in social anxiety disorder: a multicenter randomized controlled trial. Am J Psychiatry, 170(7), 759-767. https://doi.org/10.1176/appi.ajp.2013.12081125 ","A - Western"
"145","Leichsenring, 2013","Leichsenring_2013_msd_LSAS_post_NA_cr_dyn_wlc_dyn_wlc",0.645473200148763,0.134986649480827,"Other psy","wlc","Germany","H","dyn","wlc",2013,NA,"post","ind","ind",25,"Europe","adul",35.23,0.546,"com","sad","adul",0,NA,"Leichsenring, F., Salzer, S., Beutel, M. E., Herpertz, S., Hiller, W., Hoyer, J., Huesing, J., Joraschky, P., Nolting, B., Poehlmann, K., Ritter, V., Stangier, U., Strauss, B., Stuhldreher, N., Tefikow, S., Teismann, T., Willutzki, U., Wiltink, J., & Leibing, E. (2013). Psychodynamic therapy and cognitive-behavioral therapy in social anxiety disorder: a multicenter randomized controlled trial. Am J Psychiatry, 170(7), 759-767. https://doi.org/10.1176/appi.ajp.2013.12081125 ","A - Western"
"146","Leichsenring, 2013","Leichsenring_2013_msd_SPAI_post_NA_self-report_cbt_wlc_cbt_wlc",0.754655820239641,0.135782370613546,"cbt","wlc","Germany","H","cbt","wlc",2013,NA,"post","ind","ind",25,"Europe","adul",35.23,0.546,"com","sad","adul",0,NA,"Leichsenring, F., Salzer, S., Beutel, M. E., Herpertz, S., Hiller, W., Hoyer, J., Huesing, J., Joraschky, P., Nolting, B., Poehlmann, K., Ritter, V., Stangier, U., Strauss, B., Stuhldreher, N., Tefikow, S., Teismann, T., Willutzki, U., Wiltink, J., & Leibing, E. (2013). Psychodynamic therapy and cognitive-behavioral therapy in social anxiety disorder: a multicenter randomized controlled trial. Am J Psychiatry, 170(7), 759-767. https://doi.org/10.1176/appi.ajp.2013.12081125 ","A - Western"
"147","Leichsenring, 2013","Leichsenring_2013_msd_SPAI_post_NA_self-report_dyn_wlc_dyn_wlc",0.372562769639905,0.133165672161179,"Other psy","wlc","Germany","H","dyn","wlc",2013,NA,"post","ind","ind",25,"Europe","adul",35.23,0.546,"com","sad","adul",0,NA,"Leichsenring, F., Salzer, S., Beutel, M. E., Herpertz, S., Hiller, W., Hoyer, J., Huesing, J., Joraschky, P., Nolting, B., Poehlmann, K., Ritter, V., Stangier, U., Strauss, B., Stuhldreher, N., Tefikow, S., Teismann, T., Willutzki, U., Wiltink, J., & Leibing, E. (2013). Psychodynamic therapy and cognitive-behavioral therapy in social anxiety disorder: a multicenter randomized controlled trial. Am J Psychiatry, 170(7), 759-767. https://doi.org/10.1176/appi.ajp.2013.12081125 ","A - Western"
"148","Mattick, 1989","Mattick_1989_msd_FQps_post_NA_self-report_cbt_wlc_cbt_wlc",1.54666666666667,0.502703662365231,"cbt","wlc","Australia","H","cbt","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"149","Mattick, 1989","Mattick_1989_msd_FQps_post_NA_self-report_Exposure_wlc_Exposure_wlc",1.34678368523706,0.487615903394642,"Exposure","wlc","Australia","H","Exposure","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"150","Mattick, 1989","Mattick_1989_msd_FQar_post_NA_self-report_cbt_wlc_cbt_wlc",2.03249230738811,0.545558490552258,"cbt","wlc","Australia","H","cbt","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"151","Mattick, 1989","Mattick_1989_msd_FQps_post_NA_self-report_CT_wlc_CT_wlc",1.04795669777817,0.468274935746793,"Other psy","wlc","Australia","H","CT","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"152","Mattick, 1989","Mattick_1989_msd_FQar_post_NA_self-report_Exposure_wlc_Exposure_wlc",1.38444173547279,0.490333014824074,"Exposure","wlc","Australia","H","Exposure","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"153","Mattick, 1989","Mattick_1989_msd_FQar_post_NA_self-report_CT_wlc_CT_wlc",1.03364945046214,0.467452667633952,"Other psy","wlc","Australia","H","CT","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"154","Mattick, 1989","Mattick_1989_msd_FQSA_post_NA_self-report_cbt_wlc_cbt_wlc",0.992763157254277,0.465157503686137,"cbt","wlc","Australia","H","cbt","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"155","Mattick, 1989","Mattick_1989_msd_FQSA_post_NA_self-report_Exposure_wlc_Exposure_wlc",1.01773005533612,0.466549365582522,"Exposure","wlc","Australia","H","Exposure","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"156","Mattick, 1989","Mattick_1989_msd_FQSA_post_NA_self-report_CT_wlc_CT_wlc",0.588137085014396,0.447040879529544,"Other psy","wlc","Australia","H","CT","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"157","Mattick, 1989","Mattick_1989_msd_FNE_post_NA_self-report_cbt_wlc_cbt_wlc",0.275486548836747,0.439169422193975,"cbt","wlc","Australia","H","cbt","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"158","Mattick, 1989","Mattick_1989_msd_FNE_post_NA_self-report_CT_wlc_CT_wlc",0.0411206409932771,0.436981436072585,"Other psy","wlc","Australia","H","CT","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"159","Mattick, 1989","Mattick_1989_msd_FNE_post_NA_self-report_Exposure_wlc_Exposure_wlc",-0.0714035469405459,0.437082154433333,"Exposure","wlc","Australia","H","Exposure","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"160","Mattick, 1989","Mattick_1989_msd_SIAS_post_NA_self-report_CT_wlc_CT_wlc",0.572380054195944,0.446512174011101,"Other psy","wlc","Australia","H","CT","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"161","Mattick, 1989","Mattick_1989_msd_SPS_post_NA_self-report_cbt_wlc_cbt_wlc",0.901192429466144,0.460316107092003,"cbt","wlc","Australia","H","cbt","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"162","Mattick, 1989","Mattick_1989_msd_SIAS_post_NA_self-report_Exposure_wlc_Exposure_wlc",0.29031600881864,0.439416147911176,"Exposure","wlc","Australia","H","Exposure","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"163","Mattick, 1989","Mattick_1989_msd_SPS_post_NA_self-report_Exposure_wlc_Exposure_wlc",0.872336800412505,0.458877739026561,"Exposure","wlc","Australia","H","Exposure","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"164","Mattick, 1989","Mattick_1989_msd_SPS_post_NA_self-report_CT_wlc_CT_wlc",0.767683508490652,0.454020516659894,"Other psy","wlc","Australia","H","CT","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"165","Mattick, 1989","Mattick_1989_msd_SIAS_post_NA_self-report_cbt_wlc_cbt_wlc",0.0960503080461558,0.437204112236438,"cbt","wlc","Australia","H","cbt","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"166","Mattick, 1989","Mattick_1989_msd_BAT_post_NA_cr_CT_wlc_CT_wlc",0.531709484697911,0.445211217937594,"Other psy","wlc","Australia","H","CT","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"167","Mattick, 1989","Mattick_1989_msd_BAT_post_NA_cr_Exposure_wlc_Exposure_wlc",1.94482802007449,0.53723943344909,"Exposure","wlc","Australia","H","Exposure","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"168","Mattick, 1989","Mattick_1989_msd_BAT_post_NA_cr_cbt_wlc_cbt_wlc",2.08404919544987,0.550560789251187,"cbt","wlc","Australia","H","cbt","wlc",1989,6,"post","grp","grp",6,"Australia","adul",41.63,0.535,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"169","Mersch, 1995","Mersch_1995_msd_FQ_post_NA_self-report_otherpsy_wlc_NA_NA",0.935003399180495,0.406683216734356,"Other psy","wlc","Netherlands","H",NA,NA,1995,15,"post","ind","ind",14,"Europe","adul",35.6,0.324,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"170","Mersch, 1995","Mersch_1995_msd_SASSI_post_NA_self-report_otherpsy_wlc_NA_NA",0.770155082276647,0.400552715590142,"Other psy","wlc","Netherlands","H",NA,NA,1995,15,"post","ind","ind",14,"Europe","adul",35.6,0.324,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"171","Mersch, 1995","Mersch_1995_msd_FNE_post_NA_self-report_otherpsy_wlc_NA_NA",0.335326607749649,0.389845644269931,"Other psy","wlc","Netherlands","H",NA,NA,1995,15,"post","ind","ind",14,"Europe","adul",35.6,0.324,"com","sad","adul",0,NA,"Mattick, R. P., Peters, L., & Clarke, J. C. (1989). Exposure and cognitive restructuring for social phobia: A controlled study. Behav Ther, 20(1), 3-23. https://doi.org/10.1016/S0005-7894(89)80115-7 ","A - Western"
"172","Mörtberg, 2006","Mörtberg_2006_otherstat_LSAS-SR_post_NA_self-report_cbt_wlc_NA_NA",1.3132,0.453,"cbt","wlc","Sweden","H",NA,NA,2006,3,"post","grp","grp",NA,"Europe","adul",33.35,0.654,"clin","sad","adul",0,"Intesivive day long session with a break, a morning and afternoon session seperately.","Mortberg, E., Karlsson, A., Fyring, C., & Sundin, O. (2006). Intensive cognitive-behavioral group treatment (CBGT) of social phobia: a randomized controlled study. J Anxiety Disord, 20(5), 646-660. https://doi.org/10.1016/j.janxdis.2005.07.005 ","A - Western"
"173","Mörtberg, 2006","Mörtberg_2006_otherstat_SIAS_post_NA_self-report_cbt_wlc_NA_NA",0.8078,0.4257,"cbt","wlc","Sweden","H",NA,NA,2006,3,"post","grp","grp",NA,"Europe","adul",33.35,0.654,"clin","sad","adul",0,"Intesivive day long session with a break, a morning and afternoon session seperately.","Mortberg, E., Karlsson, A., Fyring, C., & Sundin, O. (2006). Intensive cognitive-behavioral group treatment (CBGT) of social phobia: a randomized controlled study. J Anxiety Disord, 20(5), 646-660. https://doi.org/10.1016/j.janxdis.2005.07.005 ","A - Western"
"174","Mörtberg, 2007","Mörtberg_2007_msd_SPWSS_post_NA_self-report_cbt_cau_cbt(ind)_wlc",0.439178835861169,0.251143027253013,"cbt","cau","Sweden","H","cbt (ind)","wlc",2007,17.33,"post","ind","ind",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"175","Mörtberg, 2007","Mörtberg_2007_msd_SPWSS_post_NA_self-report_cbt_cau_cbt(grp)_wlc",-0.144605711626126,0.242964572579996,"cbt","cau","Sweden","H","cbt (grp)","wlc",2007,17.33,"post","grp","grp",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"176","Mörtberg, 2007","Mörtberg_2007_msd_FQsp_post_NA_self-report_cbt_cau_cbt(ind)_wlc",0.505342810888644,0.252121475669184,"cbt","cau","Sweden","H","cbt (ind)","wlc",2007,17.33,"post","ind","ind",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"177","Mörtberg, 2007","Mörtberg_2007_msd_FQsp_post_NA_self-report_cbt_cau_cbt(grp)_wlc",0.407795641289713,0.245205248087721,"cbt","cau","Sweden","H","cbt (grp)","wlc",2007,17.33,"post","grp","grp",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"178","Mörtberg, 2007","Mörtberg_2007_msd_FNE_post_NA_self-report_cbt_cau_cbt(ind)_wlc",0.415429677007022,0.25082443103761,"cbt","cau","Sweden","H","cbt (ind)","wlc",2007,17.33,"post","ind","ind",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"179","Mörtberg, 2007","Mörtberg_2007_msd_SPS_post_NA_self-report_cbt_cau_cbt(ind)_wlc",0.407206810291791,0.25071815774633,"cbt","cau","Sweden","H","cbt (ind)","wlc",2007,17.33,"post","ind","ind",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"180","Mörtberg, 2007","Mörtberg_2007_msd_FNE_post_NA_self-report_cbt_cau_cbt(grp)_wlc",0.0496615771283096,0.242678829172699,"cbt","cau","Sweden","H","cbt (grp)","wlc",2007,17.33,"post","grp","grp",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"181","Mörtberg, 2007","Mörtberg_2007_msd_SPS_post_NA_self-report_cbt_cau_cbt(grp)_wlc",0.0264520382968214,0.242651443880848,"cbt","cau","Sweden","H","cbt (grp)","wlc",2007,17.33,"post","grp","grp",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"182","Mörtberg, 2007","Mörtberg_2007_msd_SIAS_post_NA_self-report_cbt_cau_cbt(grp)_wlc",0.250646029093864,0.243612638134424,"cbt","cau","Sweden","H","cbt (grp)","wlc",2007,17.33,"post","grp","grp",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"183","Mörtberg, 2007","Mörtberg_2007_msd_SIAS_post_NA_self-report_cbt_cau_cbt(ind)_wlc",0.167947015625973,0.248546337963918,"cbt","cau","Sweden","H","cbt (ind)","wlc",2007,17.33,"post","ind","ind",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"184","Mörtberg, 2007","Mörtberg_2007_msd_LSAS-SR_post_NA_self-report_cbt_cau_cbt(ind)_wlc",0.523417993219012,0.252411883243122,"cbt","cau","Sweden","H","cbt (ind)","wlc",2007,17.33,"post","ind","ind",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
"185","Mörtberg, 2007","Mörtberg_2007_msd_LSAS-SR_post_NA_self-report_cbt_cau_cbt(grp)_wlc",0.566798513197099,0.247571193533142,"cbt","cau","Sweden","H","cbt (grp)","wlc",2007,17.33,"post","grp","grp",16,"Europe","adul",34.6,0.63,"com","sad","adul",0,NA,"Mortberg, E., Clark, D. M., Sundin, O., & Aberg Wistedt, A. (2007). Intensive group cognitive treatment and individual cognitive therapy vs. treatment as usual in social phobia: a randomized controlled trial. Acta Psychiatr Scand, 115(2), 142-154. https://doi.org/10.1111/j.1600-0447.2006.00839.x ","A - Western"
