"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","contr_MA.","psy","ctr","multiple_arms_ig","multiple_arms_cg","descr_ig","descr_cg","comparison","outcome_type","sample","outc_type","outc_measure","sr_clinician","time","time_weeks","post_m_ig","post_sd_ig","post_n_ig","post_m_cg","post_sd_cg","post_n_cg","baseline_m_ig","baseline_sd_ig","baseline_n_ig","baseline_m_cg","baseline_sd_cg","baseline_n_cg","dich","dich_type","improved_n_ig","improved_n_cg","rand_n_ig","rand_n_cg","dropout_n_ig","dropout_n_cg","change_m_ig_new","change_m_cg_new","change_sd_ig","change_sd_cg","change_n_ig","change_n_cg","other_statistic","year","comorbid_mental","format","format_details","n_sessions_ig","country","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","d1","d2","d3","d4","d5","ROB","itt","no.arms","is.multiarm","totaln_arm2","totaln_arm1","event_arm2","event_arm1","n_arm2","n_arm1","sd_arm2","sd_arm1","mean_arm2","mean_arm1","multi_arm2","multi_arm1","rob",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2","full_ref",".id.1","culture"
"74","Paxling, 2011","Paxling_2011_msd_8_sr_cbt_wl_NA_NA",NA,NA,"cbt","wl","Sweden","H",1,"cbt","wl",NA,NA,"guided SH CBT",NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",8,57.82,"13.01","NR",69.39,"7.06","NR",68.74,"5.94","NR",69.32,"6.55","NR",NA,NA,NA,NA,"44.0","45.0","6.0","1.0",NA,NA,NA,NA,NA,NA,NA,2011,"n","gsh","internet guided self-help",8,"eu","adul",39.3,79.8,"com","gad","adul","low risk","some concerns","low risk","low risk","some concerns","some concerns",2,2,0,45,44,NA,NA,NA,NA,7.06,13.01,69.39,57.82,NA,NA,0,NA,NA,NA,NA,NA,NA,"Paxling, B., Almlov, J., Dahlin, M., Carlbring, P., Breitholtz, E., Eriksson, T., & Andersson, G. (2011). Guided internet-delivered cognitive behavior therapy for generalized anxiety disorder: a randomized controlled trial. Cogn Behav Ther, 40(3), 159-173. doi:10.1080/16506073.2011.576699","Paxling_2011_msd_8_sr_cbt_wl_NA_NA","A - Western"
"75","Paxling, 2011","Paxling_2011_msd_8_sr_cbt_wl_NA_NA",NA,NA,"cbt","wl","Sweden","H",1,"cbt","wl",NA,NA,"guided SH CBT",NA,"PSYvsCTR","msd","itt","GAD","GAD-Q-IV","sr","post",8,6.45,"3.59","NR",9.89,"2.77","NR",10.08,"2.42","NR",13.34,"2.13","NR",NA,NA,NA,NA,"44.0","45.0","6.0","1.0",NA,NA,NA,NA,NA,NA,NA,2011,"n","gsh","internet guided self-help",8,"eu","adul",39.3,79.8,"com","gad","adul","low risk","some concerns","low risk","low risk","some concerns","some concerns",2,2,0,45,44,NA,NA,NA,NA,2.77,3.59,9.89,6.45,NA,NA,0,NA,NA,NA,NA,NA,NA,"Paxling, B., Almlov, J., Dahlin, M., Carlbring, P., Breitholtz, E., Eriksson, T., & Andersson, G. (2011). Guided internet-delivered cognitive behavior therapy for generalized anxiety disorder: a randomized controlled trial. Cogn Behav Ther, 40(3), 159-173. doi:10.1080/16506073.2011.576699","Paxling_2011_msd_8_sr_cbt_wl_NA_NA","A - Western"
"76","Power, 1989","Power_1989_msd_6_cr_cbt_pl_cbt_pl",1.40078597457888,0.491530809556085,"cbt","pl","United Kingdom","H",1,"cbt","pl","cbt","pl",NA,NA,"PSYvsCTR","msd","co","gen anx","HAMA","cr","post",6,4.4,"4.6","10.0",12.6,"6.4","11.0",18.1,"2.5","10.0",16.7,"1.1","11.0",NA,NA,NA,NA,"11.0","11.0","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,1989,"n","ind","ind",4,"eu","adul",34,87,"clin","gad","adul","some concerns","high risk","low risk","high risk","some concerns","high risk",0,3,1,11,11,NA,NA,11,10,6.4,4.6,12.6,4.4,"pl","cbt",0,NA,NA,NA,NA,NA,NA,"Power, K. G., Jerrom, D. W. A., Simpson, R. J., Mitchell, M. J., & Swanson, V. (1989). A controlled comparison of Cognitive-Behaviour Therapy, Diazepam and Placebo in the management of generalized anxiety. Behavioural Psychotherapy, 17(1), 1-14. Retrieved from http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L19077017","Power_1989_msd_6_cr_cbt_pl_cbt_pl","A - Western"
"77","Power, 1989","Power_1989_dich_6_cr_cbt_pl_cbt_pl",0.701049192821283,0.545168602682562,"cbt","pl","United Kingdom","H",1,"cbt","pl","cbt","pl",NA,NA,"PSYvsCTR","dich","co","GAD","""a 7-point rating scale of symptom change""","cr","post",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"response","Psychologist assessor stating ""very much"" or ""much"" improved at a 7-point rating scale of symptom change in comparison to the patients condition at admission to the study.",9,6,"11.0","11.0","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,1989,"n","ind","ind",4,"eu","adul",34,87,"clin","gad","adul","some concerns","high risk","low risk","high risk","some concerns","high risk",0,3,1,11,11,6,9,NA,NA,NA,NA,NA,NA,"pl","cbt",0,0.405465108108165,0.309773459094862,9,6,11,11,"Power, K. G., Jerrom, D. W. A., Simpson, R. J., Mitchell, M. J., & Swanson, V. (1989). A controlled comparison of Cognitive-Behaviour Therapy, Diazepam and Placebo in the management of generalized anxiety. Behavioural Psychotherapy, 17(1), 1-14. Retrieved from http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L19077017","Power_1989_dich_6_cr_cbt_pl_cbt_pl","A - Western"
"78","Power, 1990","Power_1990_msd_10_cr_cbt_pl_cbt_pl",1.13397328368267,0.342027133097787,"cbt","pl","United Kingdom","H",1,"cbt","pl","cbt","pl",NA,NA,"PSYvsCTR","msd","co","GAD","""severity of illness (0-7 scale)","cr","post",10,2.62,"1.36","21.0",4.21,"1.39","19.0",5.19,"0.74","21.0",5.21,"0.42","19.0",NA,NA,NA,NA,"21.0","19.0","0.0","0.0",NA,NA,NA,NA,NA,NA,NA,1990,"n","ind","ind",7,"eu","adul",40.52,71.3,"clin","gad","adul","some concerns","high risk","low risk","high risk","some concerns","high risk",0,5,1,19,21,NA,NA,19,21,1.39,1.36,4.21,2.62,"pl","cbt",0,NA,NA,NA,NA,NA,NA,"Power, K. G., Simpson, R. J., Swanson, V., & Wallace, L. A. (1990). Controlled comparison of pharmacological and psychological treatment of generalized anxiety disorder in primary care. Br J Gen Pract, 40(336), 289-294. Retrieved from https://bjgp.org/content/bjgp/40/336/289.full.pdf","Power_1990_msd_10_cr_cbt_pl_cbt_pl","A - Western"
"79","Richards, 2016","Richards_2016_msd_7_sr_cbt_wl_NA_NA",0.324429938211212,0.172045171673771,"cbt","wl","Ireland","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","itt","GAD","GAD-7","sr","post",7,7.73,"4.44","70.0",9.13,"4.13","67.0",12.84,"2.39","70.0",13.19,"2.78","67.0",NA,NA,NA,NA,"70.0","67.0","11.0","14.0",NA,NA,NA,NA,NA,NA,NA,2016,"n","gsh","internet guided self-help",7,"eu","yadul",23.82,77.4,"com","gad","stud","low risk","low risk","low risk","low risk","low risk","low risk",1,2,0,67,70,NA,NA,67,70,4.13,4.44,9.13,7.73,NA,NA,1,NA,NA,NA,NA,NA,NA,"Richards, D., Timulak, L., Rashleigh, C., McLoughlin, O., Colla, A., Joyce, C., . . . Anderson-Gibbons, M. (2016). Effectiveness of an internet-delivered intervention for generalized anxiety disorder in routine care: A randomised controlled trial in a student population. Internet Interventions, 6, 80-88. doi:10.1016/j.invent.2016.10.003","Richards_2016_msd_7_sr_cbt_wl_NA_NA","A - Western"
"80","Richards, 2016","Richards_2016_msd_7_sr_cbt_wl_NA_NA",0.179645015410417,0.171260596167229,"cbt","wl","Ireland","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",7,58.53,"10.97","70.0",60.33,"8.79","67.0",63.04,"8.11","70.0",63.48,"6.95","67.0",NA,NA,NA,NA,"70.0","67.0","11.0","14.0",NA,NA,NA,NA,NA,NA,NA,2016,"n","gsh","internet guided self-help",7,"eu","yadul",23.82,77.4,"com","gad","stud","low risk","low risk","low risk","low risk","low risk","low risk",1,2,0,67,70,NA,NA,67,70,8.79,10.97,60.33,58.53,NA,NA,1,NA,NA,NA,NA,NA,NA,"Richards, D., Timulak, L., Rashleigh, C., McLoughlin, O., Colla, A., Joyce, C., . . . Anderson-Gibbons, M. (2016). Effectiveness of an internet-delivered intervention for generalized anxiety disorder in routine care: A randomised controlled trial in a student population. Internet Interventions, 6, 80-88. doi:10.1016/j.invent.2016.10.003","Richards_2016_msd_7_sr_cbt_wl_NA_NA","A - Western"
"81","Robinson, 2010","Robinson_2010_msd_10_sr_cbt_wl_NA_NA",1.26308240153303,0.191578125073893,"cbt","wl","Australia","H",1,"cbt","wl",NA,NA,"gSH clinician+technician assisted (merged arms)",NA,"PSYvsCTR","msd","itt","GAD","GAD-7","sr","post",10,5.79,"4.09","97.0",11.25,"4.7","48.0",12.16,"3.75","97.0",12.94,"4.07","48.0",NA,NA,NA,NA,"101.0","49.0","5.0","2.0",NA,NA,NA,NA,NA,NA,NA,2010,"n","gsh","gSH & ugSH",6,"au","adul",46.96,68.3,"com","gad","adul","low risk","low risk","low risk","low risk","low risk","low risk",1,2,0,49,101,NA,NA,48,97,4.7,4.09,11.25,5.79,NA,NA,1,NA,NA,NA,NA,NA,NA,"Robinson, E., Titov, N., Andrews, G., McIntyre, K., Schwencke, G., & Solley, K. (2010). Internet treatment for generalized anxiety disorder: a randomized controlled trial comparing clinician vs. technician assistance. PLoS One, 5(6), e10942. doi:10.1371/journal.pone.0010942","Robinson_2010_msd_10_sr_cbt_wl_NA_NA","A - Western"
"82","Robinson, 2010","Robinson_2010_msd_10_sr_cbt_wl_NA_NA",1.06184819660657,0.187274654230152,"cbt","wl","Australia","H",1,"cbt","wl",NA,NA,"gSH clinician+technician assisted (merged arms)",NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",10,51.87,"11.45","97.0",64.22,"11.81","48.0",63.55,"9.33","97.0",65.81,"10.24","48.0",NA,NA,NA,NA,"101.0","49.0","5.0","2.0",NA,NA,NA,NA,NA,NA,NA,2010,"n","gsh","gSH & ugSH",6,"au","adul",46.96,68.3,"com","gad","adul","low risk","low risk","low risk","low risk","low risk","low risk",1,2,0,49,101,NA,NA,48,97,11.81,11.45,64.22,51.87,NA,NA,1,NA,NA,NA,NA,NA,NA,"Robinson, E., Titov, N., Andrews, G., McIntyre, K., Schwencke, G., & Solley, K. (2010). Internet treatment for generalized anxiety disorder: a randomized controlled trial comparing clinician vs. technician assistance. PLoS One, 5(6), e10942. doi:10.1371/journal.pone.0010942","Robinson_2010_msd_10_sr_cbt_wl_NA_NA","A - Western"
"83","Roemer, 2008","Roemer_2008_msd_16_cr_3rd_wl_NA_NA",1.64445511664543,0.418510719543903,"3rd","wl","USA","H",1,"3rd","wl",NA,NA,"acceptance-based behavioral therapy",NA,"PSYvsCTR","msd","itt","GAD","GAD CSR","cr","post",16,3.18,"1.16","15.0",5.32,"1.36","16.0",5.73,"0.69","15.0",5.69,"0.48","16.0",NA,NA,NA,NA,"15.0","16.0","2.0","4.0",NA,NA,NA,NA,NA,NA,NA,2008,"n","ind","ind",16,"us","adul",33.59,70.96,"clin","gad","adul","low risk","low risk","low risk","low risk","some concerns","some concerns",1,2,0,16,15,NA,NA,16,15,1.36,1.16,5.32,3.18,NA,NA,0,NA,NA,NA,NA,NA,NA,"Roemer, L., Orsillo, S. M., & Salters-Pedneault, K. (2008). Efficacy of an acceptance-based behavior therapy for generalized anxiety disorder: evaluation in a randomized controlled trial. J Consult Clin Psychol, 76(6), 1083-1089. doi:10.1037/a0012720","Roemer_2008_msd_16_cr_3rd_wl_NA_NA","A - Western"
"84","Roemer, 2008","Roemer_2008_msd_16_sr_3rd_wl_NA_NA",1.88708405655071,0.435570575654408,"3rd","wl","USA","H",1,"3rd","wl",NA,NA,"acceptance-based behavioral therapy",NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",16,54.18,"9.11","15.0",68.93,"5.88","16.0",65.72,"8.17","15.0",72.03,"3.76","16.0",NA,NA,NA,NA,"15.0","16.0","2.0","4.0",NA,NA,NA,NA,NA,NA,NA,2008,"n","ind","ind",16,"us","adul",33.59,70.96,"clin","gad","adul","low risk","low risk","low risk","low risk","some concerns","some concerns",1,2,0,16,15,NA,NA,16,15,5.88,9.11,68.93,54.18,NA,NA,0,NA,NA,NA,NA,NA,NA,"Roemer, L., Orsillo, S. M., & Salters-Pedneault, K. (2008). Efficacy of an acceptance-based behavior therapy for generalized anxiety disorder: evaluation in a randomized controlled trial. J Consult Clin Psychol, 76(6), 1083-1089. doi:10.1037/a0012720","Roemer_2008_msd_16_sr_3rd_wl_NA_NA","A - Western"
"85","Rogiers, 2021","Rogiers_2021_msd_12_sr_cbt_wl_NA_NA",0.889440678210055,0.236293977813629,"cbt","wl","Belgium","H",1,"cbt","wl",NA,NA,"‘Drop it’ for Repetitive negative thinking (RNT)",NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",12,55.3,"8.65","45.0",63.1,"8.73","35.0",64.2,"8.47","45.0",65.3,"8.53","35.0",NA,NA,NA,NA,"45.0","35.0","3.0","5.0",NA,NA,NA,NA,NA,NA,NA,2021,"y","grp","grp",8,"eu","adul",42.6,66.25,"com","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,2,0,35,45,NA,NA,35,45,8.73,8.65,63.1,55.3,NA,NA,0,NA,NA,NA,NA,NA,NA,"Rogiers, R., Baeken, C., Van den Abbeele, D., Watkins, E. R., Remue, J., Colman, R., . . . Lemmens, G. M. D. (2021). Group Intervention ‘Drop it!’ Decreases Repetitive Negative Thinking in Major Depressive Disorder and/or Generalized Anxiety Disorder: A Randomised Controlled Study. Cognitive Therapy and Research. doi:10.1007/s10608-021-10240-6","Rogiers_2021_msd_12_sr_cbt_wl_NA_NA","A - Western"
"86","Rogiers, 2021","Rogiers_2021_msd_12_sr_cbt_wl_NA_NA",0.566433086904749,0.229865602905295,"cbt","wl","Belgium","H",1,"cbt","wl",NA,NA,"‘Drop it’ for Repetitive negative thinking (RNT)",NA,"PSYvsCTR","msd","itt","gen anx","STAI-S","sr","post",12,42.8,"10.98","45.0",49.1,"11.06","35.0",51.2,"14.0","45.0",53.6,"13.1","35.0",NA,NA,NA,NA,"45.0","35.0","3.0","5.0",NA,NA,NA,NA,NA,NA,NA,2021,"y","grp","grp",8,"eu","adul",42.6,66.25,"com","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,2,0,35,45,NA,NA,35,45,11.06,10.98,49.1,42.8,NA,NA,0,NA,NA,NA,NA,NA,NA,"Rogiers, R., Baeken, C., Van den Abbeele, D., Watkins, E. R., Remue, J., Colman, R., . . . Lemmens, G. M. D. (2021). Group Intervention ‘Drop it!’ Decreases Repetitive Negative Thinking in Major Depressive Disorder and/or Generalized Anxiety Disorder: A Randomised Controlled Study. Cognitive Therapy and Research. doi:10.1007/s10608-021-10240-6","Rogiers_2021_msd_12_sr_cbt_wl_NA_NA","A - Western"
"87","Roy-Byrne, 2010","Roy-Byrne_2010_msd_26_sr_cbt_cau_NA_NA",0.335532030918051,0.073286767050586,"cbt","cau","USA","H",1,"cbt","cau",NA,NA,"Coordinated Anxiety Learning andManagement(CALM)",NA,"PSYvsCTR","msd","itt","gen anx","BSI-12 (subscale for anxiety and somatization)","sr","post",26,9.16,"7.43","390.0",11.68,"7.58","366.0",16.21,"6.12","390.0",16.27,"7.88","366.0",NA,NA,NA,NA,"390.0","366.0","NR","NR",NA,NA,NA,NA,NA,NA,NA,2010,"n","ind","ind",8,"us","adul",NA,NA,"clin","gad","adul","low risk","low risk","some concerns","low risk","some concerns","some concerns",1,2,0,366,390,NA,NA,366,390,7.58,7.43,11.68,9.16,NA,NA,0,NA,NA,NA,NA,NA,NA,"Roy-Byrne, P., Craske, M. G., Sullivan, G., Rose, R. D., Edlund, M. J., Lang, A. J., ... & Stein, M. B. (2010). Delivery of evidence-based treatment for multiple anxiety disorders in primary care: a randomized controlled trial. Jama, 303(19), 1921-1928.","Roy-Byrne_2010_msd_26_sr_cbt_cau_NA_NA","A - Western"
"88","Stanley, 2003","Stanley_2003_msd_15_cr_cbt_wl_NA_NA",0.98647138381789,0.266166920443419,"cbt","wl","USA","H",1,"cbt","wl",NA,NA,NA,"MCC (Minimal contact control)","PSYvsCTR","msd","co","gen anx","HAMA","cr","post",15,13.5,"5.2","29.0",19.7,"6.93","35.0",20.8,"7.28","29.0",19.3,"6.7","35.0",NA,NA,NA,NA,"39.0","41.0","10.0","4.0",NA,NA,NA,NA,NA,NA,NA,2003,"n","grp","group",15,"us","old",66.2,75,"com","gad","old","high risk","high risk","high risk","low risk","some concerns","high risk",0,2,0,41,39,NA,NA,35,29,6.93,5.2,19.7,13.5,NA,NA,0,NA,NA,NA,NA,NA,NA,"Stanley, M. A., Beck, J. G., Novy, D. M., Averill, P. M., Swann, A. C., & Diefenbach, G. J. (2003). Cognitive-behavioral treatment of late-life generalized anxiety disorder. Journal of Consulting and Clinical Psychology, 71(2), 309‐319. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00431425/full","Stanley_2003_msd_15_cr_cbt_wl_NA_NA","A - Western"
"89","Stanley, 2003","Stanley_2003_msd_15_sr_cbt_wl_NA_NA",1.07689381492027,0.268958186518434,"cbt","wl","USA","H",1,"cbt","wl",NA,NA,NA,"MCC (Minimal contact control)","PSYvsCTR","msd","co","worry","PSWQ","sr","post",15,51.6,"10.19","29.0",61.8,"8.61","35.0",60.1,"9.47","29.0",63.3,"9.34","35.0",NA,NA,NA,NA,"39.0","41.0","10.0","4.0",NA,NA,NA,NA,NA,NA,NA,2003,"n","grp","group",15,"us","old",66.2,75,"com","gad","old","high risk","high risk","high risk","low risk","some concerns","high risk",0,2,0,41,39,NA,NA,35,29,8.61,10.19,61.8,51.6,NA,NA,0,NA,NA,NA,NA,NA,NA,"Stanley, M. A., Beck, J. G., Novy, D. M., Averill, P. M., Swann, A. C., & Diefenbach, G. J. (2003). Cognitive-behavioral treatment of late-life generalized anxiety disorder. Journal of Consulting and Clinical Psychology, 71(2), 309‐319. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00431425/full","Stanley_2003_msd_15_sr_cbt_wl_NA_NA","A - Western"
"90","Stanley, 2016","Stanley_2016_msd_12_sr_cbt_wl_NA_NA",0.59431003122887,0.341447275119461,"cbt","wl","USA","H",1,"cbt","wl",NA,NA,"""Calmer life""","Enhanced Community Care","PSYvsCTR","msd","co","GAD","GAD-7","sr","post",12,7.5,"5.04","19.0",10.71,"5.54","17.0",11.5,"5.1","20.0",12.3,"5.36","20.0",NA,NA,NA,NA,"20.0","20.0","4.0","3.0",NA,NA,NA,NA,NA,NA,NA,2016,"n","ind","ind / telephone",12,"us","old",62.93,95,"com","gad","old","some concerns","some concerns","low risk","low risk","some concerns","some concerns",0,2,0,20,20,NA,NA,17,19,5.54,5.04,10.71,7.5,NA,NA,0,NA,NA,NA,NA,NA,NA,"Stanley, M. A., Beck, J. G., Novy, D. M., Averill, P. M., Swann, A. C., & Diefenbach, G. J. (2003). Cognitive-behavioral treatment of late-life generalized anxiety disorder. Journal of Consulting and Clinical Psychology, 71(2), 309‐319. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00431425/full","Stanley_2016_msd_12_sr_cbt_wl_NA_NA","A - Western"
"91","Stanley, 2016","Stanley_2016_msd_12_sr_cbt_wl_NA_NA",0.485410870456545,0.338936723655723,"cbt","wl","USA","H",1,"cbt","wl",NA,NA,"""Calmer life""","Enhanced Community Care","PSYvsCTR","msd","co","worry","PSWQ-A","sr","post",12,24.44,"5.45","19.0",27.76,"7.85","17.0",27.15,"7.46","20.0",30.8,"4.56","20.0",NA,NA,NA,NA,"20.0","20.0","4.0","3.0",NA,NA,NA,NA,NA,NA,NA,2016,"n","ind","ind / telephone",12,"us","old",62.93,95,"com","gad","old","some concerns","some concerns","low risk","low risk","some concerns","some concerns",0,2,0,20,20,NA,NA,17,19,7.85,5.45,27.76,24.44,NA,NA,0,NA,NA,NA,NA,NA,NA,"Stanley, M. A., Beck, J. G., Novy, D. M., Averill, P. M., Swann, A. C., & Diefenbach, G. J. (2003). Cognitive-behavioral treatment of late-life generalized anxiety disorder. Journal of Consulting and Clinical Psychology, 71(2), 309‐319. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00431425/full","Stanley_2016_msd_12_sr_cbt_wl_NA_NA","A - Western"
"92","Stanley, 2009","Stanley_2009_msd_12_cr_cbt_cau_NA_NA",0.321622785553361,0.189315618302012,"cbt","cau","USA","H",1,"cbt","cau",NA,NA,NA,"Enhanced usual care","PSYvsCTR","msd","itt","GAD","GADSS","cr","post",12,8.6,"3.6","65.0",9.9,"4.5","50.0",11.4,"3.6","70.0",11.3,"3.4","64.0",NA,NA,NA,NA,"70.0","64.0","5.0","14.0",NA,NA,NA,NA,NA,NA,NA,2009,"n","ind","ind",10,"us","old",66.9,78.4,"com","gad","old","low risk","low risk","low risk","low risk","low risk","low risk",1,2,0,64,70,NA,NA,50,65,4.5,3.6,9.9,8.6,NA,NA,1,NA,NA,NA,NA,NA,NA,"Stanley, M. A., Beck, J. G., Novy, D. M., Averill, P. M., Swann, A. C., & Diefenbach, G. J. (2003). Cognitive-behavioral treatment of late-life generalized anxiety disorder. Journal of Consulting and Clinical Psychology, 71(2), 309‐319. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00431425/full","Stanley_2009_msd_12_cr_cbt_cau_NA_NA","A - Western"
"93","Stanley, 2009","Stanley_2009_msd_12_sr_cbt_cau_NA_NA",0.903611054431785,0.197439550809453,"cbt","cau","USA","H",1,"cbt","cau",NA,NA,NA,"Enhanced usual care","PSYvsCTR","msd","itt","worry","PSWQ","sr","post",12,45.6,"8.9","65.0",54.4,"10.6","50.0",53.3,"10.6","70.0",57.6,"10.9","64.0",NA,NA,NA,NA,"70.0","64.0","5.0","14.0",NA,NA,NA,NA,NA,NA,NA,2009,"n","ind","ind",10,"us","old",66.9,78.4,"com","gad","old","low risk","low risk","low risk","low risk","low risk","low risk",1,2,0,64,70,NA,NA,50,65,10.6,8.9,54.4,45.6,NA,NA,1,NA,NA,NA,NA,NA,NA,"Stanley, M. A., Beck, J. G., Novy, D. M., Averill, P. M., Swann, A. C., & Diefenbach, G. J. (2003). Cognitive-behavioral treatment of late-life generalized anxiety disorder. Journal of Consulting and Clinical Psychology, 71(2), 309‐319. Retrieved from https://www.cochranelibrary.com/central/doi/10.1002/central/CN-00431425/full","Stanley_2009_msd_12_sr_cbt_cau_NA_NA","A - Western"
"94","Titov, 2009","Titov_2009_msd_9_sr_cbt_wl_NA_NA",1.21689656213742,0.326086402639962,"cbt","wl","Australia","H",1,"cbt","wl",NA,NA,"""worry programme""",NA,"PSYvsCTR","msd","co","GAD","GAD-7","sr","post",9,6.92,"4.4","24.0",12.29,"4.26","21.0",14.33,"4.5","24.0",13.62,"3.51","21.0",NA,NA,NA,NA,"25.0","23.0","5.0","4.0",NA,NA,NA,NA,NA,NA,NA,2009,"n","gsh","internet guided self-help",6,"au","adul",44,76,"com","gad","adul","low risk","low risk","low risk","low risk","low risk","low risk",0,2,0,23,25,NA,NA,21,24,4.26,4.4,12.29,6.92,NA,NA,1,NA,NA,NA,NA,NA,NA,"Titov, N., Andrews, G., Robinson, E., Schwencke, G., Johnston, L., Solley, K., & Choi, I. (2009). Clinician-assisted Internet-based treatment is effective for generalized anxiety disorder: Randomized controlled trial. Australian and New Zealand Journal of Psychiatry, 43(10), 905-912. doi:10.1080/00048670903179269","Titov_2009_msd_9_sr_cbt_wl_NA_NA","A - Western"
"95","Titov, 2009","Titov_2009_msd_9_sr_cbt_wl_NA_NA",0.934937564604466,0.315195167417412,"cbt","wl","Australia","H",1,"cbt","wl",NA,NA,"""worry programme""",NA,"PSYvsCTR","msd","co","worry","PSWQ","sr","post",9,56.75,"10.78","24.0",66.14,"8.7","21.0",66.13,"8.25","24.0",66.33,"12.7","21.0",NA,NA,NA,NA,"25.0","23.0","5.0","4.0",NA,NA,NA,NA,NA,NA,NA,2009,"n","gsh","internet guided self-help",6,"au","adul",44,76,"com","gad","adul","low risk","low risk","low risk","low risk","low risk","low risk",0,2,0,23,25,NA,NA,21,24,8.7,10.78,66.14,56.75,NA,NA,1,NA,NA,NA,NA,NA,NA,"Titov, N., Andrews, G., Robinson, E., Schwencke, G., Johnston, L., Solley, K., & Choi, I. (2009). Clinician-assisted Internet-based treatment is effective for generalized anxiety disorder: Randomized controlled trial. Australian and New Zealand Journal of Psychiatry, 43(10), 905-912. doi:10.1080/00048670903179269","Titov_2009_msd_9_sr_cbt_wl_NA_NA","A - Western"
"96","Titov 2010","Titov2010_msd_8_sr_cbt_wl_NA_NA",0.0951389634579891,0.343795263763117,"cbt","wl","Australia","H",1,"cbt","wl",NA,NA,NA,NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",8,60.94,"9.4","18.0",61.94,"11.16","16.0",66.17,"8.77","18.0",65.19,"9.78","16.0",NA,NA,NA,NA,"18.0","16.0","NR","NR",NA,NA,NA,NA,NA,NA,NA,2010,"n","gsh","internet guided self-help",6,"au","adul",NA,NA,"com","gad","adul","low risk","low risk","low risk","low risk","low risk","low risk",1,2,0,16,18,NA,NA,16,18,11.16,9.4,61.94,60.94,NA,NA,1,NA,NA,NA,NA,NA,NA,"Titov, N., Andrews, G., Johnston, L., Robinson, E., & Spence, J. (2010). Transdiagnostic Internet treatment for anxiety disorders: A randomized controlled trial. Behaviour research and therapy, 48(9), 890-899.","Titov2010_msd_8_sr_cbt_wl_NA_NA","A - Western"
"97","Van der Heiden, 2012","VanderHeiden_2012_msd_14_sr_3rd_wl_3rd_wl",1.07400716960455,0.276546394011969,"3rd","wl","Netherlands","H",1,"3rd","wl","3rd","wl","metacognitive therapy",NA,"PSYvsCTR","msd","itt","worry","PSWQ","sr","post",14,48.7,"16.1","54.0",65.05,"11.7","20.0",68.66,"6.72","54.0",65.45,"11.35","20.0",NA,NA,NA,NA,"54.0","20.0","16.0","1.0",NA,NA,NA,NA,NA,NA,NA,2012,"n","ind","ind",14,"eu","adul",35,73,"clin","gad","adul","some concerns","low risk","low risk","low risk","low risk","some concerns",1,3,1,20,54,NA,NA,20,54,11.7,16.1,65.05,48.7,"wl","3rd",0,NA,NA,NA,NA,NA,NA,"van der Heiden, C., Muris, P., & van der Molen, H. T. (2012). Randomized controlled trial on the effectiveness of metacognitive therapy and intolerance-of-uncertainty therapy for generalized anxiety disorder. Behav Res Ther, 50(2), 100-109. doi:10.1016/j.brat.2011.12.005","VanderHeiden_2012_msd_14_sr_3rd_wl_3rd_wl","A - Western"
