"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","CHANGES","multi_arm1","multi_arm2","primary_calc","outcome_type","instrument","rating","mean_arm1","sd_arm1","n_arm1","mean_arm2","sd_arm2","n_arm2","mean_change_arm1","mean_change_arm2","sd_change_arm1","sd_change_arm2","n_change_arm1","n_change_arm2","dich_paper","event_arm1","event_arm2","totaln_arm1","totaln_arm2","precalc_g","precalc_g_se","precalc_log_rr","precalc_log_rr_se","other_stat","baseline_m_arm1","baseline_sd_arm1","baseline_n_arm1","baseline_m_arm2","baseline_sd_arm2","baseline_n_arm2","rand_arm1","rand_arm2","attr_arm1","attr_arm2","year","time_weeks","time_weeks_needs_cleaning","time","comorbid_mental","format","format_details","n_sessions_arm1","country","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","sg","ac","ba","itt","rob","adm","notes","outcome_rank","primary",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2","full_ref","doi","abstract","title","url","journal","id_study",".id.1","culture"
"11","Allart van Dam, 2003","AllartvanDam_2003_msd_bdi-1_post_0_self-report_cbt_cau_NA_NA",0.57,0.206,"cbt","cau","Netherlands","H",NA,NA,NA,1,"msd","bdi-1","self-report",9.64,7.09,61,14.12,8.77,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.78,6.89,61,14,6.9,41,NA,NA,NA,NA,2003,"0","1,6 & 12 month","post","n","grp","grp",12,"eu","adul",45.5,0.62,"com","sub","adul",0,0,"sr",0,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,"Allart-Van Dam E, Hosman CMH, Hoogduin CAL, Schaap CPDR. The coping with depression course: Short-term outcomes and mediating effects of a randomized controlled trial in the treatment of subclinical depression. Behavior Therapy. 2003;34(3):381-96.",NA,"This article reports on a randomized controlled trial investigating the short-term effectiveness of the Coping With Depression course in a sample of adults seriously at risk of developing major depression. In addition, possible mediating properties of several proximal outcome variables were assessed. Participants (N = 110) were adults with subclinical depressive symptoms. They were randomly assigned to either a group course condition, the Coping With Depression course, or an assessment-and-advice-only control group condition. Short-term results measured 1 month after completion of the course reveal that the course is effective in reducing depressive symptoms. The group course condition showed beneficial effects on depressive symptoms, pleasant activities, self-esteem, social skills, social support, and depressive thoughts. Changes in depressive cognition and self-esteem proved to be significant mediators of depressive symptoms. Possible implications for depression prevention are discussed.","The coping with depression course: Short-term outcomes and mediating effects of a randomized controlled trial in the treatment of subclinical depression","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L38821391 and http://elvis.ubvu.vu.nl:9003/vulink?sid=EMBASE&issn=00057894&id=doi:&atitle=The+coping+with+depression+course%3A+Short-term+outcomes+and+mediating+effects+of+a+randomized+controlled+trial+in+the+treatment+of+subclinical+depression&stitle=Behav.+Ther.&title=Behavior+Therapy&volume=34&issue=3&spage=381&epage=396&aulast=Allart-Van+Dam&aufirst=Esther&auinit=E.&aufull=Allart-Van+Dam+E.&coden=BHVTA&isbn=&pages=381-396&date=2003&auinit1=E&auinitm=","Behavior Therapy","Allart van Dam, 2003","AllartvanDam_2003_msd_bdi-1_post_0_self-report_cbt_cau_NA_NA","A - Western"
"12","Amani, 2021","Amani_2021_msd_epds_post_0_self-report_cbt_wl_NA_NA",1.307,0.363,"cbt","wl","Canada","H",NA,NA,NA,1,"msd","epds","self-report",10.6,4.2,22,16.8,5.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,36,NA,NA,NA,NA,NA,16,3.7,27,16.8,4,27,NA,NA,NA,NA,2021,"0","9","post","n","grp","grp",9,"can","adul",31.55,1,"com","cut","ppd",0,0,"1",1,2,NA,NA,10,1,NA,NA,NA,NA,NA,NA,"Amani, B., Merza, D., Savoy, C., Streiner, D., Bieling, P., Ferro, M. A., & Van Lieshout, R. J. (2021, Nov 9). Peer-Delivered Cognitive-Behavioral Therapy for Postpartum Depression: A Randomized Controlled Trial. J Clin Psychiatry, 83(1). https://doi.org/10.4088/JCP.21m13928 
",NA,NA,NA,NA,NA,"Amani, 2021","Amani_2021_msd_epds_post_0_self-report_cbt_wl_NA_NA","A - Western"
"13","Ammerman, 2013","Ammerman_2013_msd_bdi-2_post_0_self-report_cbt_cau_NA_NA",0.944,0.219,"cbt","cau","USA","H",NA,NA,NA,1,"msd","bdi-2","self-report",12.7,15.44,47,26.51,13.49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.11,9.9,47,34.54,10.04,46,NA,NA,NA,NA,2013,"0","3 month","post","n","ind","ind",11,"us","yadul",21.9,1,"oth","mdd","ppd",0,1,"sr",1,3,NA,NA,2,0,NA,NA,NA,NA,NA,NA,"Ammerman RT, Putnam FW, Altaye M, Stevens J, Teeters AR, Van Ginkel JB. A clinical trial of in-home CBT for depressed mothers in home visitation. Behavior Therapy. 2013;44(3):359-72.","10.1016/j.beth.2013.01.002","Despite negative outcomes for depressed mothers and their children, no treatment specifically designed to address maternal depression in the context of home visitation has emerged. In-Home Cognitive Behavioral Therapy (IH-CBT) is an adapted treatment that is delivered in the home, focuses on the needs of new mothers, and leverages ongoing home visiting to optimize engagement and outcomes. This study examined the efficacy of IH-CBT using a randomized clinical trial. Subjects were 93 new mothers in a home visiting program. Mothers with major depressive disorder identified at 3months postpartum were randomized into IH-CBT and ongoing home visitation (n=47) or standard home visitation (SHV; n=46) in which they received home visitation alone and could obtain treatment in the community. Depression was measured at pre- and posttreatment, and 3-month follow-up using interviews, clinician ratings, and self-report. Mothers receiving IH-CBT showed improvements in all indicators of depression relative to the SHV condition and these gains were maintained at follow-up. For example, 70.7% of mothers receiving IH-CBT were no longer depressed at posttreatment in terms of meeting criteria for major depressive disorder compared to 30.2% in the SHV group. These findings suggest that IH-CBT is an efficacious treatment for depressed mothers in home visitation programs.","A clinical trial of in-home CBT for depressed mothers in home visitation","http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=a0fea61c-d2ee-11e4-a378-00000aab0f6b&acdnat=1427288487_81a8a1adcac34002696314a8a970a43f and http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=32b95664-5865-11e5-aba4-00000aacb35e&acdnat=1441962917_4e6561c0935438ee15ef12c0315a8fca","Behav Ther","Ammerman, 2013","Ammerman_2013_msd_bdi-2_post_0_self-report_cbt_cau_NA_NA","A - Western"
"14","Ammerman, 2013","Ammerman_2013_remission(diag)_scid_post_0_clinician_cbt_cau_NA_NA",0.929,0.251,"cbt","cau","USA","H",NA,NA,NA,0,"remission (diag)","scid","clinician",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCID-I diagnosis",35,16,47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"0","3 month","post","n","ind","ind",11,"us","yadul",21.9,1,"oth","mdd","ppd",0,1,"1",1,3,NA,NA,99,0,0.761253134,0.2192161089,35,16,47,46,"Ammerman RT, Putnam FW, Altaye M, Stevens J, Teeters AR, Van Ginkel JB. A clinical trial of in-home CBT for depressed mothers in home visitation. Behavior Therapy. 2013;44(3):359-72.","10.1016/j.beth.2013.01.002","Despite negative outcomes for depressed mothers and their children, no treatment specifically designed to address maternal depression in the context of home visitation has emerged. In-Home Cognitive Behavioral Therapy (IH-CBT) is an adapted treatment that is delivered in the home, focuses on the needs of new mothers, and leverages ongoing home visiting to optimize engagement and outcomes. This study examined the efficacy of IH-CBT using a randomized clinical trial. Subjects were 93 new mothers in a home visiting program. Mothers with major depressive disorder identified at 3months postpartum were randomized into IH-CBT and ongoing home visitation (n=47) or standard home visitation (SHV; n=46) in which they received home visitation alone and could obtain treatment in the community. Depression was measured at pre- and posttreatment, and 3-month follow-up using interviews, clinician ratings, and self-report. Mothers receiving IH-CBT showed improvements in all indicators of depression relative to the SHV condition and these gains were maintained at follow-up. For example, 70.7% of mothers receiving IH-CBT were no longer depressed at posttreatment in terms of meeting criteria for major depressive disorder compared to 30.2% in the SHV group. These findings suggest that IH-CBT is an efficacious treatment for depressed mothers in home visitation programs.","A clinical trial of in-home CBT for depressed mothers in home visitation","http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=a0fea61c-d2ee-11e4-a378-00000aab0f6b&acdnat=1427288487_81a8a1adcac34002696314a8a970a43f and http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=32b95664-5865-11e5-aba4-00000aacb35e&acdnat=1441962917_4e6561c0935438ee15ef12c0315a8fca","Behav Ther","Ammerman, 2013","Ammerman_2013_remission(diag)_scid_post_0_clinician_cbt_cau_NA_NA","A - Western"
"15","Ammerman, 2013","Ammerman_2013_msd_epds_post_0_self-report_cbt_cau_NA_NA",0.882,0.217,"cbt","cau","USA","H",NA,NA,NA,1,"msd","epds","self-report",9.49,7.35,47,15.26,5.47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.77,3.96,47,19.22,4.07,46,NA,NA,NA,NA,2013,"0","3 month","post","n","ind","ind",11,"us","yadul",21.9,1,"oth","mdd","ppd",0,1,"sr",1,3,NA,NA,10,0,NA,NA,NA,NA,NA,NA,"Ammerman RT, Putnam FW, Altaye M, Stevens J, Teeters AR, Van Ginkel JB. A clinical trial of in-home CBT for depressed mothers in home visitation. Behavior Therapy. 2013;44(3):359-72.","10.1016/j.beth.2013.01.002","Despite negative outcomes for depressed mothers and their children, no treatment specifically designed to address maternal depression in the context of home visitation has emerged. In-Home Cognitive Behavioral Therapy (IH-CBT) is an adapted treatment that is delivered in the home, focuses on the needs of new mothers, and leverages ongoing home visiting to optimize engagement and outcomes. This study examined the efficacy of IH-CBT using a randomized clinical trial. Subjects were 93 new mothers in a home visiting program. Mothers with major depressive disorder identified at 3months postpartum were randomized into IH-CBT and ongoing home visitation (n=47) or standard home visitation (SHV; n=46) in which they received home visitation alone and could obtain treatment in the community. Depression was measured at pre- and posttreatment, and 3-month follow-up using interviews, clinician ratings, and self-report. Mothers receiving IH-CBT showed improvements in all indicators of depression relative to the SHV condition and these gains were maintained at follow-up. For example, 70.7% of mothers receiving IH-CBT were no longer depressed at posttreatment in terms of meeting criteria for major depressive disorder compared to 30.2% in the SHV group. These findings suggest that IH-CBT is an efficacious treatment for depressed mothers in home visitation programs.","A clinical trial of in-home CBT for depressed mothers in home visitation","http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=a0fea61c-d2ee-11e4-a378-00000aab0f6b&acdnat=1427288487_81a8a1adcac34002696314a8a970a43f and http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=32b95664-5865-11e5-aba4-00000aacb35e&acdnat=1441962917_4e6561c0935438ee15ef12c0315a8fca","Behav Ther","Ammerman, 2013","Ammerman_2013_msd_epds_post_0_self-report_cbt_cau_NA_NA","A - Western"
"16","Ammerman, 2013","Ammerman_2013_msd_hdrs_post_0_clinician_cbt_cau_NA_NA",0.781,0.215,"cbt","cau","USA","H",NA,NA,NA,1,"msd","hdrs","clinician",8.71,7.86,47,15.05,8.24,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.87,4.37,47,21.96,4.4,46,NA,NA,NA,NA,2013,"0","3 month","post","n","ind","ind",11,"us","yadul",21.9,1,"oth","mdd","ppd",0,1,"1",1,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"Ammerman RT, Putnam FW, Altaye M, Stevens J, Teeters AR, Van Ginkel JB. A clinical trial of in-home CBT for depressed mothers in home visitation. Behavior Therapy. 2013;44(3):359-72.","10.1016/j.beth.2013.01.002","Despite negative outcomes for depressed mothers and their children, no treatment specifically designed to address maternal depression in the context of home visitation has emerged. In-Home Cognitive Behavioral Therapy (IH-CBT) is an adapted treatment that is delivered in the home, focuses on the needs of new mothers, and leverages ongoing home visiting to optimize engagement and outcomes. This study examined the efficacy of IH-CBT using a randomized clinical trial. Subjects were 93 new mothers in a home visiting program. Mothers with major depressive disorder identified at 3months postpartum were randomized into IH-CBT and ongoing home visitation (n=47) or standard home visitation (SHV; n=46) in which they received home visitation alone and could obtain treatment in the community. Depression was measured at pre- and posttreatment, and 3-month follow-up using interviews, clinician ratings, and self-report. Mothers receiving IH-CBT showed improvements in all indicators of depression relative to the SHV condition and these gains were maintained at follow-up. For example, 70.7% of mothers receiving IH-CBT were no longer depressed at posttreatment in terms of meeting criteria for major depressive disorder compared to 30.2% in the SHV group. These findings suggest that IH-CBT is an efficacious treatment for depressed mothers in home visitation programs.","A clinical trial of in-home CBT for depressed mothers in home visitation","http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=a0fea61c-d2ee-11e4-a378-00000aab0f6b&acdnat=1427288487_81a8a1adcac34002696314a8a970a43f and http://ac.els-cdn.com/S0005789413000075/1-s2.0-S0005789413000075-main.pdf?_tid=32b95664-5865-11e5-aba4-00000aacb35e&acdnat=1441962917_4e6561c0935438ee15ef12c0315a8fca","Behav Ther","Ammerman, 2013","Ammerman_2013_msd_hdrs_post_0_clinician_cbt_cau_NA_NA","A - Western"
"17","Andersson, 2005","Andersson_2005_msd_bdi-1_post_0_self-report_cbt_otherctr_NA_NA",0.954,0.232,"cbt","other ctr","Sweden","H",NA,NA,NA,1,"msd","bdi-1","self-report",12.2,6.8,36,19.5,8.1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,6.7,36,20.9,8.5,49,NA,NA,NA,NA,2005,"0","6 month","post","n","gsh","gsh",5,"eu","adul",36.34,0.74,"com","cut","adul",1,1,"sr",0,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,"Andersson G, Bergström J, Holländare F, Carlbring P, Kaldo V, Ekselius L. Internet-based self-help for depression: Randomised controlled trial. British Journal of Psychiatry. 2005;187(5):456-61.","10.1192/bjp.187.5.456","BACKGROUND: Major depression can be treated by means of cognitive-behavioural therapy, but as skilled therapists are in short supply there is a need for self-help approaches. Many individuals with depression use the internet for discussion of symptoms and to share their experience. AIMS: To investigate the effects of an internet-administered self-help programme including participation in a monitored, web-based discussion group, compared with participation in web-based discussion group only. METHOD: A randomised controlled trial was conducted to compare the effects of internet-based cognitive-behavioural therapy with minimal therapist contact (plus participation in a discussion group) with the effects of participation in a discussion group only. RESULTS: Internet-based therapy with minimal therapist contact, combined with activity in a discussion group, resulted in greater reductions of depressive symptoms compared with activity in a discussion group only (waiting-list control group). At 6 months' follow-up, improvement was maintained to a large extent. CONCLUSIONS: Internet-delivered cognitive cognitive-behavioural therapy should be pursued further as a complement or treatment alternative for mild-to-moderate depression.","Internet-based self-help for depression: randomised controlled trial","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/572/CN-00531572/frame.html and http://bjp.rcpsych.org/content/bjprcpsych/187/5/456.full.pdf","British journal of psychiatry","Andersson, 2005","Andersson_2005_msd_bdi-1_post_0_self-report_cbt_otherctr_NA_NA","A - Western"
"18","Andersson, 2005","Andersson_2005_msd_madrs-s_post_0_self-report_cbt_otherctr_NA_NA",0.79,0.228,"cbt","other ctr","Sweden","H",NA,NA,NA,1,"msd","madrs-s","self-report",12.7,8.3,36,19,7.6,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,5.7,36,21.6,7.2,49,NA,NA,NA,NA,2005,"0","6 month","post","n","gsh","gsh",5,"eu","adul",36.34,0.74,"com","cut","adul",1,1,"sr",0,3,NA,NA,99,0,NA,NA,NA,NA,NA,NA,"Andersson G, Bergström J, Holländare F, Carlbring P, Kaldo V, Ekselius L. Internet-based self-help for depression: Randomised controlled trial. British Journal of Psychiatry. 2005;187(5):456-61.","10.1192/bjp.187.5.456","BACKGROUND: Major depression can be treated by means of cognitive-behavioural therapy, but as skilled therapists are in short supply there is a need for self-help approaches. Many individuals with depression use the internet for discussion of symptoms and to share their experience. AIMS: To investigate the effects of an internet-administered self-help programme including participation in a monitored, web-based discussion group, compared with participation in web-based discussion group only. METHOD: A randomised controlled trial was conducted to compare the effects of internet-based cognitive-behavioural therapy with minimal therapist contact (plus participation in a discussion group) with the effects of participation in a discussion group only. RESULTS: Internet-based therapy with minimal therapist contact, combined with activity in a discussion group, resulted in greater reductions of depressive symptoms compared with activity in a discussion group only (waiting-list control group). At 6 months' follow-up, improvement was maintained to a large extent. CONCLUSIONS: Internet-delivered cognitive cognitive-behavioural therapy should be pursued further as a complement or treatment alternative for mild-to-moderate depression.","Internet-based self-help for depression: randomised controlled trial","http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/572/CN-00531572/frame.html and http://bjp.rcpsych.org/content/bjprcpsych/187/5/456.full.pdf","British journal of psychiatry","Andersson, 2005","Andersson_2005_msd_madrs-s_post_0_self-report_cbt_otherctr_NA_NA","A - Western"
"19","Araya, 2021","Araya_2021_response(50%)_phq-9_post_0_self-report_bat_cau_Lima_cau",0.396,0.11,"bat","cau","Peru","UM",NA,"Lima","cau",1,"response (50%)","phq-9","self-report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"at least a 50% reduction from baseline PHQ-9",108,70,217,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"0","18","post","n","gsh","gsh",18,"oth","adul",57,0.85,"clin","cut","med",1,1,"1",1,4,NA,NA,4,1,0.4243766597,0.1195220307,108,70,217,215,"Araya, R., Menezes, P. R., Claro, H. G., Brandt, L. R., Daley, K. L., Quayle, J., Diez-Canseco, F., Peters, T. J., Vera Cruz, D., Toyama, M., Aschar, S., Hidalgo-Padilla, L., Martins, H., Cavero, V., Rocha, T., Scotton, G., de Almeida Lopes, I. F., Begale, M., Mohr, D. C., & Miranda, J. J. (2021, May 11). Effect of a Digital Intervention on Depressive Symptoms in Patients With Comorbid Hypertension or Diabetes in Brazil and Peru: Two Randomized Clinical Trials. Jama, 325(18), 1852-1862. https://doi.org/10.1001/jama.2021.4348 
",NA,NA,NA,NA,NA,"Araya, 2021","Araya_2021_response(50%)_phq-9_post_0_self-report_bat_cau_Lima_cau","B - Non-Western"
"20","Araya, 2021","Araya_2021_response(50%)_phq-9_post_0_self-report_bat_cau_SaoPaulo_cau",0.265,0.081,"bat","cau","Brazil","UM",NA,"Sao Paulo","cau",1,"response (50%)","phq-9","self-report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"at least a 50% reduction from baseline PHQ-9",159,114,440,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"0","18","post","n","gsh","gsh",18,"oth","adul",57,0.85,"clin","cut","med",1,1,"1",1,4,NA,NA,4,1,0.3327057538,0.1025464941,159,114,440,440,"Araya, R., Menezes, P. R., Claro, H. G., Brandt, L. R., Daley, K. L., Quayle, J., Diez-Canseco, F., Peters, T. J., Vera Cruz, D., Toyama, M., Aschar, S., Hidalgo-Padilla, L., Martins, H., Cavero, V., Rocha, T., Scotton, G., de Almeida Lopes, I. F., Begale, M., Mohr, D. C., & Miranda, J. J. (2021, May 11). Effect of a Digital Intervention on Depressive Symptoms in Patients With Comorbid Hypertension or Diabetes in Brazil and Peru: Two Randomized Clinical Trials. Jama, 325(18), 1852-1862. https://doi.org/10.1001/jama.2021.4348 
",NA,NA,NA,NA,NA,"Araya, 2021","Araya_2021_response(50%)_phq-9_post_0_self-report_bat_cau_SaoPaulo_cau","B - Non-Western"
"21","Arean, 1993","Arean_1993_msd_hdrs_post_0_clinician_pst_wl_pst(pst)_wl",2.372,0.422,"pst","wl","USA","H",NA,"pst (pst)","wl",1,"msd","hdrs","clinician",8.8,6.3,19,22,4.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,5.7,19,22.4,5.5,20,NA,NA,NA,NA,1993,"0","3 month","post","n","grp","grp",12,"us","old",66.49,0.75,"com","mdd","old",0,0,"1",0,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10.",NA,"Compared the effects of 2 psychotherapies based on divergent conceptualizations of depression in later life. Seventy-five older adults diagnosed with major depressive disorder were assigned randomly to problem-solving therapy (PST), reminiscence therapy (RT), or a waiting-list control (WLC) condition. Participants in PST and RT were provided with 12 weekly sessions of group treatment. Dependent measures, taken at baseline, posttreatment, and 3-month follow-up, included self-report and observer-based assessments of depressive symptomatology. At posttreatment, both the PST and the RT conditions produced significant reductions in depressive symptoms, compared with the WLC group, and PST participants experienced significantly less depression than RT subjects. Moreover, a significantly greater proportion of participants in PST versus RT demonstrated sufficient positive change to warrant classification of their depression as improved or in remission at the posttreatment and follow-up evaluations.","Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults","http://psycnet.apa.org/journals/ccp/61/6/1003/","J Consult Clin Psychol","Arean, 1993","Arean_1993_msd_hdrs_post_0_clinician_pst_wl_pst(pst)_wl","A - Western"
"22","Arean, 1993","Arean_1993_remission(diag)_dsm-III-r_post_0_clinician_pst_wl_pst(pst)_wl",1.428,0.463,"pst","wl","USA","H",NA,"pst (pst)","wl",0,"remission (diag)","dsm-III-r","clinician",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No MDD (including dropouts)",17,2,28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,"0","3 month","post","n","grp","grp",12,"us","old",66.49,0.75,"com","mdd","old",0,0,"sr",0,1,NA,NA,99,0,1.803593927,0.6878293711,17,2,28,20,"Arean PA, Perri MG, Nezu AM, Schein RL, Christopher F, Joseph TX. Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults. Journal of Consulting and Clinical Psychology. 1993;61(6):1003-10.",NA,"Compared the effects of 2 psychotherapies based on divergent conceptualizations of depression in later life. Seventy-five older adults diagnosed with major depressive disorder were assigned randomly to problem-solving therapy (PST), reminiscence therapy (RT), or a waiting-list control (WLC) condition. Participants in PST and RT were provided with 12 weekly sessions of group treatment. Dependent measures, taken at baseline, posttreatment, and 3-month follow-up, included self-report and observer-based assessments of depressive symptomatology. At posttreatment, both the PST and the RT conditions produced significant reductions in depressive symptoms, compared with the WLC group, and PST participants experienced significantly less depression than RT subjects. Moreover, a significantly greater proportion of participants in PST versus RT demonstrated sufficient positive change to warrant classification of their depression as improved or in remission at the posttreatment and follow-up evaluations.","Comparative effectiveness of social problem-solving therapy and reminiscence therapy as treatments for depression in older adults","http://psycnet.apa.org/journals/ccp/61/6/1003/","J Consult Clin Psychol","Arean, 1993","Arean_1993_remission(diag)_dsm-III-r_post_0_clinician_pst_wl_pst(pst)_wl","A - Western"
