"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","multi_arm1","multi_arm2","time_weeks","format","country","rob","db"
"1779","Kang 2016","Kang2016_change_PANSS_positive_NA_NA_interviewer-rated_SST_TAU1_NA_NA",-0.232847802505902,0.128541353097736,"SST","cau","China","UM",NA,NA,NA,"Group","China",0,"psy"
"1780","Kang 2016","Kang2016_change_PANSS_negative_NA_NA_interviewer-rated_SST_TAU1_NA_NA",0.858497823659612,0.133905872835654,"SST","cau","China","UM",NA,NA,NA,"Group","China",0,"psy"
"1781","Kantrowitz 2016","Kantrowitz2016_msd_PANSS_total_NA_NA_interviewer-rated_CR_CC_NA_NA",0.141152976302253,0.234159680753145,"CR","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1782","Kantrowitz 2016","Kantrowitz2016_msd_PANSS_positive_NA_NA_interviewer-rated_CR_CC_NA_NA",0.0716658470255947,0.233941689085568,"CR","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1783","Kantrowitz 2016","Kantrowitz2016_msd_PANSS_negative_NA_NA_interviewer-rated_CR_CC_NA_NA",0.137809207164476,0.234145936610641,"CR","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1784","Keefe 2012","Keefe2012_msd_PANSS_total_NA_NA_interviewer-rated_CR_SST_CCBF_NA_NA",0.074462892276439,0.292430436002973,"CR_SST","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1785","Kim 2010","Kim2010_msd_PANSS_total_NA_NA_interviewer-rated_EMDR_TAU2_EMDR_TAU2",0.302858047674609,0.394622567075981,"EMDR","cau","South Korea","H","EMDR","TAU2",NA,"Individual","South Korea",0,"psy"
"1786","Kim 2010","Kim2010_msd_PANSS_positive_NA_NA_interviewer-rated_EMDR_TAU2_EMDR_TAU2",0.672256071387499,0.403872655885423,"EMDR","cau","South Korea","H","EMDR","TAU2",NA,"Individual","South Korea",0,"psy"
"1787","Kim 2010","Kim2010_msd_PANSS_negative_NA_NA_interviewer-rated_EMDR_TAU2_EMDR_TAU2",0.278393489536509,0.394252942167998,"EMDR","cau","South Korea","H","EMDR","TAU2",NA,"Individual","South Korea",0,"psy"
"1788","Kim 2010","Kim2010_msd_PANSS_total_NA_NA_interviewer-rated_PMR_TAU2_PMR_TAU2",0.335429769392034,0.388030260559287,"PMR","cau","South Korea","H","PMR","TAU2",NA,"Individual","South Korea",0,"psy"
"1789","Kim 2010","Kim2010_msd_PANSS_positive_NA_NA_interviewer-rated_PMR_TAU2_PMR_TAU2",0.498044161065313,0.391454605259763,"PMR","cau","South Korea","H","PMR","TAU2",NA,"Individual","South Korea",0,"psy"
"1790","Kim 2010","Kim2010_msd_PANSS_negative_NA_NA_interviewer-rated_PMR_TAU2_PMR_TAU2",0,0.385164443259822,"PMR","cau","South Korea","H","PMR","TAU2",NA,"Individual","South Korea",0,"psy"
"1791","Kuipers 1997","Kuipers1997_msd_BPRS_total_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",0.248040119846483,0.278651863568318,"CBTp","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1792","Kumar 2010","Kumar2010_msd_PANSS_total_NA_NA_interviewer-rated_MCT_TAU2_NA_NA",0.543405692914433,0.510218840427816,"MCT","cau","India","LM",NA,NA,NA,"Group","India",0,"psy"
"1793","Kumar 2010","Kumar2010_msd_PANSS_positive_NA_NA_interviewer-rated_MCT_TAU2_NA_NA",0.919140840721271,0.528710430052936,"MCT","cau","India","LM",NA,NA,NA,"Group","India",0,"psy"
"1794","Kumar 2010","Kumar2010_msd_PANSS_negative_NA_NA_interviewer-rated_MCT_TAU2_NA_NA",0.261606302476423,0.50238687539109,"MCT","cau","India","LM",NA,NA,NA,"Group","India",0,"psy"
"1795","Leclerc 2000","Leclerc2000_msd_PANSS_total_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.0761534057683823,0.202333486968643,"CBT","cau","Canada","H",NA,NA,NA,"Group","Canada",0,"psy"
"1796","Leclerc 2000","Leclerc2000_msd_PANSS_positive_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.0839929154687009,0.202349401187227,"CBT","cau","Canada","H",NA,NA,NA,"Group","Canada",0,"psy"
"1797","Leclerc 2000","Leclerc2000_msd_PANSS_negative_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",-0.0119806683423318,0.20226177891973,"CBT","cau","Canada","H",NA,NA,NA,"Group","Canada",0,"psy"
"1798","Lee 2013","Lee2013CR_msd_PANSS_total_NA_NA_interviewer-rated_CR_TAU2_NA_NA",-0.0255901788273655,0.258209737160084,"CR","cau","South Korea","H",NA,NA,NA,"Computer based","South Korea",0,"psy"
"1799","Lee 2013","Lee2013CR_msd_PANSS_positive_NA_NA_interviewer-rated_CR_TAU2_NA_NA",0.0234421414805073,0.258207992558956,"CR","cau","South Korea","H",NA,NA,NA,"Computer based","South Korea",0,"psy"
"1800","Lee 2013","Lee2013CR_msd_PANSS_negative_NA_NA_interviewer-rated_CR_TAU2_NA_NA",0.033598540934622,0.258217588548342,"CR","cau","South Korea","H",NA,NA,NA,"Computer based","South Korea",0,"psy"
"1801","Lewis 2002","Lewis2002_msd_PANSS_total_NA_NA_interviewer-rated_CBTp_TAU2_CBTp_TAU2",0.142545369314094,0.171934929516049,"CBTp","cau","United Kingdom","H","CBTp","TAU2",NA,"Individual","UK",0,"psy"
"1802","Lewis 2002","Lewis2002_msd_PANSS_positive_NA_NA_interviewer-rated_CBTp_TAU2_CBTp_TAU2",0.122896529226261,0.171879353740014,"CBTp","cau","United Kingdom","H","CBTp","TAU2",NA,"Individual","UK",0,"psy"
"1803","Liberman 2009","Liberman2009_msd_PANSS_total_NA_NA_interviewer-rated_FPE_TAU2_NA_NA",0.423092764752389,0.221243286541838,"FPE","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1804","Liberman 2009","Liberman2009_msd_PANSS_positive_NA_NA_interviewer-rated_FPE_TAU2_NA_NA",0.464583646175659,0.221747377571932,"FPE","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1805","Liberman 2009","Liberman2009_msd_PANSS_negative_NA_NA_interviewer-rated_FPE_TAU2_NA_NA",0.3019576006839,0.220036527533959,"FPE","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1806","Lincoln 2012","Lincoln2012_msd_PANSS_total_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",0.288688256697794,0.224791185610962,"CBTp","cau","Germany","H",NA,NA,NA,"Individual","Germany",1,"psy"
"1807","Lincoln 2012","Lincoln2012_msd_PANSS_positive_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",0.410512374575093,0.225995288429626,"CBTp","cau","Germany","H",NA,NA,NA,"Individual","Germany",1,"psy"
"1808","Lincoln 2012","Lincoln2012_msd_PANSS_negative_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",-0.104103669465024,0.223761169047448,"CBTp","cau","Germany","H",NA,NA,NA,"Individual","Germany",1,"psy"
"1809","Lopez-Leungo 2016","Lopez-Leungo2016_msd_BPRS_positive_NA_NA_interviewer-rated_CR_TAU2_NA_NA",0.675415302764623,0.515701616364991,"CR","cau","Spain","H",NA,NA,NA,"Computer based","Spain",0,"psy"
"1810","Lopez-Leungo 2016","Lopez-Leungo2016_msd_BPRS_negative_NA_NA_interviewer-rated_CR_TAU2_NA_NA",0.372944977923156,0.504839068033505,"CR","cau","Spain","H",NA,NA,NA,"Computer based","Spain",0,"psy"
"1811","Lopez-Luengo 2016","Lopez-Luengo2016_msd_BPRS_total_NA_NA_interviewer-rated_CR_TAU2_NA_NA",0.77325222277153,0.52048354227357,"CR","cau","Spain","H",NA,NA,NA,"Computer based","Spain",0,"psy"
"1812","Morrison 2014","Morrison2014_msd_PANSS_total_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.369795012368636,0.300843783678262,"CBT","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1813","Morrison 2014","Morrison2014_msd_PANSS_positive_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.181605632084342,0.298851906288811,"CBT","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1814","Morrison 2014","Morrison2014_msd_PANSS_negative_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.451797737073006,0.302130010586827,"CBT","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1815","Naeem 2015","Naeem2015_msd_PANSS_total_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",0.967821455393933,0.209612692956231,"CBTp","cau","Pakistan","LM",NA,NA,NA,"Individual","Pakistan",1,"psy"
"1816","Naeem 2015","Naeem2015_msd_PANSS_positive_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",0.739541292454828,0.204933768698698,"CBTp","cau","Pakistan","LM",NA,NA,NA,"Individual","Pakistan",1,"psy"
"1817","Naeem 2015","Naeem2015_msd_PANSS_negative_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",0.844620010824851,0.206945036843145,"CBTp","cau","Pakistan","LM",NA,NA,NA,"Individual","Pakistan",1,"psy"
"1818","Naeem 2016","Naeem2016_msd_PANSS_total_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.988576614821292,0.4026214533518,"CBT","cau","Canada","H",NA,NA,NA,"Individual","Canada",0,"psy"
"1819","Naeem 2016","Naeem2016_msd_PANSS_positive_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.894808948935808,0.398444975009468,"CBT","cau","Canada","H",NA,NA,NA,"Individual","Canada",0,"psy"
"1820","Naeem 2016","Naeem2016_msd_PANSS_negative_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.683383115922095,0.390431976523977,"CBT","cau","Canada","H",NA,NA,NA,"Individual","Canada",0,"psy"
"1821","Omiya 2016","Omiya2016_msd_PANSS_total_NA_NA_interviewer-rated_CR_TAU2_NA_NA",1.07667752653905,0.523409154280104,"CR","cau","Japan","H",NA,NA,NA,"Individual","Japan",0,"psy"
"1822","Peters 2010","Peters2010_msd_PANSS_total_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",0.435054479474003,0.274051060620072,"CBTp","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1823","Peters 2010","Peters2010_msd_PANSS_positive_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",0.33564482267686,0.272740257442636,"CBTp","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1824","Peters 2010","Peters2010_msd_PANSS_negative_NA_NA_interviewer-rated_CBTp_TAU1_NA_NA",0.272930558523276,0.27208491378275,"CBTp","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1825","Rakitzi 2016","Rakitzi2016_msd_PANSS_total_NA_NA_interviewer-rated_CRSS_TAU2_NA_NA",1.11525877534234,0.359894831442753,"CRSS","cau","Greece","H",NA,NA,NA,"Group","Grecce",0,"psy"
"1826","Rakitzi 2016","Rakitzi2016_msd_PANSS_positive_NA_NA_interviewer-rated_CRSS_TAU2_NA_NA",0.97646469431832,0.353986890701592,"CRSS","cau","Greece","H",NA,NA,NA,"Group","Grecce",0,"psy"
"1827","Rakitzi 2016","Rakitzi2016_msd_PANSS_negative_NA_NA_interviewer-rated_CRSS_TAU2_NA_NA",0.811343714766229,0.347876658396486,"CRSS","cau","Greece","H",NA,NA,NA,"Group","Grecce",0,"psy"
"1828","Rathod 2013","Rathod2013_msd_CPRS_total_NA_NA_interviewer-rated_CBTp_TAU2_NA_NA",0.175912740443111,0.366706118447447,"CBTp","cau","United Kingdom","H",NA,NA,NA,"Group","UK",1,"psy"
"1829","Rathod 2013","Rathod2013_msd_BRAINS_negative_NA_NA_interviewer-rated_CBTp_TAU2_NA_NA",-0.00788007447535739,0.365964020976456,"CBTp","cau","United Kingdom","H",NA,NA,NA,"Group","UK",1,"psy"
"1830","Rector 2003","Rector2003_msd_PANSS_total_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.618575896661783,0.3193028322369,"CBT","cau","Canada","H",NA,NA,NA,"Individual","Canada",0,"psy"
"1831","Rector 2003","Rector2003_msd_PANSS_positive_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.350553905698453,0.314232371883783,"CBT","cau","Canada","H",NA,NA,NA,"Individual","Canada",0,"psy"
"1832","Rector 2003","Rector2003_msd_PANSS_negative_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.490305577422219,0.31653633786688,"CBT","cau","Canada","H",NA,NA,NA,"Individual","Canada",0,"psy"
"1833","Roberts 2014","Roberts2014_msd_PANSS_total_NA_NA_interviewer-rated_SST_TAU2_NA_NA",0.251555935453631,0.25302751614863,"SST","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1834","Roberts 2014","Roberts2014_msd_PANSS_positive_NA_NA_interviewer-rated_SST_TAU2_NA_NA",0.101014023304979,0.252172727590713,"SST","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1835","Roberts 2014","Roberts2014_msd_PANSS_negative_NA_NA_interviewer-rated_SST_TAU2_NA_NA",0.126315243259002,0.252265497758575,"SST","cau","USA","H",NA,NA,NA,"Group","USA",0,"psy"
"1836","Rus-Calafell 2013","Rus-Calafell2013_msd_PANSS_total_NA_NA_interviewer-rated_SST_TAU2_NA_NA",0.176587517169604,0.364703840608157,"SST","cau","Spain","H",NA,NA,NA,"Group","Spain",0,"psy"
"1837","Rus-Calafell 2013","Rus-Calafell2013_msd_PANSS_positive_NA_NA_interviewer-rated_SST_TAU2_NA_NA",-0.0569926954772526,0.364052010650878,"SST","cau","Spain","H",NA,NA,NA,"Group","Spain",0,"psy"
"1838","Rus-Calafell 2013","Rus-Calafell2013_msd_PANSS_negative_NA_NA_interviewer-rated_SST_TAU2_NA_NA",0.393406024792786,0.367573686167092,"SST","cau","Spain","H",NA,NA,NA,"Group","Spain",0,"psy"
"1839","Sanchez 2013","Sánchez2013_msd_PANSS_total_NA_NA_interviewer-rated_CR_CRSS_BF_NA_NA",-0.125428655437183,0.22069548756414,"CR_CRSS","cau","Spain","H",NA,NA,NA,"Group","Spain",0,"psy"
"1840","Sanchez 2013","Sánchez2013_msd_PANSS_positive_NA_NA_interviewer-rated_CR_CRSS_BF_NA_NA",0.00474839044703406,0.22047958594295,"CR_CRSS","cau","Spain","H",NA,NA,NA,"Group","Spain",0,"psy"
"1841","Sanchez 2013","Sánchez2013_msd_PANSS_negative_NA_NA_interviewer-rated_CR_CRSS_BF_NA_NA",0.0939570309599788,0.220600625285853,"CR_CRSS","cau","Spain","H",NA,NA,NA,"Group","Spain",0,"psy"
"1842","Schrank 2016","Schrank2016_change_BPRS_total_NA_NA_interviewer-rated_WB_TAU2_NA_NA",0.449662717762022,0.221070124558833,"WB","cau","United Kingdom","H",NA,NA,NA,"Group","UK",0,"psy"
"1843","Sensky 2000","Sensky2000_msd_CPRS_total_NA_NA_interviewer-rated_CBT_BF_NA_NA",0.155586948040532,0.211194736805486,"CBT","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1844","Sensky 2000","Sensky2000_msd_SANS_negative_NA_NA_interviewer-rated_CBT_BF_NA_NA",-0.0678342711879426,0.210932239455248,"CBT","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1845","Tan 2016","Tan2016_msd_PANSS_total_NA_NA_interviewer-rated_CR_BF_NA_NA",-0.15533303791903,0.21119368047481,"CR","cau","China","UM",NA,NA,NA,"Group","China",0,"psy"
"1846","Tan 2016","Tan2016_msd_PANSS_positive_NA_NA_interviewer-rated_CR_BF_NA_NA",-0.243565242259108,0.211664092283611,"CR","cau","China","UM",NA,NA,NA,"Group","China",0,"psy"
"1847","Tan 2016","Tan2016_msd_PANSS_negative_NA_NA_interviewer-rated_CR_BF_NA_NA",-0.187704798022587,0.211342215189974,"CR","cau","China","UM",NA,NA,NA,"Group","China",0,"psy"
"1848","Tao 2015","Tao2015_msd_PANSS_total_NA_NA_interviewer-rated_CR_TAU0_NA_NA",0.0660683005688315,0.215783769716825,"CR","cau","China","UM",NA,NA,NA,"Individual","China",0,"psy"
"1849","Tarrier 2014","Tarrier2014_msd_PANSS_total_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.552532944461123,0.345976495413125,"CBT","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1850","Tarrier 2014","Tarrier2014_msd_PANSS_positive_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.204926759122294,0.340235151580662,"CBT","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1851","Tarrier 2014","Tarrier2014_msd_PANSS_negative_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.54024220759212,0.345685933183738,"CBT","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1852","Tas 2012","Tas2012_msd_PANSS_total_NA_NA_interviewer-rated_FSIT_BF_NA_NA",0.804118538789585,0.313905266553339,"FSIT","cau","Turkey","UM",NA,NA,NA,"Group","Turkey",0,"psy"
"1853","Tas 2012","Tas2012_msd_PANSS_positive_NA_NA_interviewer-rated_FSIT_BF_NA_NA",0.599851678398139,0.308602011389915,"FSIT","cau","Turkey","UM",NA,NA,NA,"Group","Turkey",0,"psy"
"1854","Tas 2012","Tas2012_msd_PANSS_negative_NA_NA_interviewer-rated_FSIT_BF_NA_NA",0.761447957169663,0.312677961667576,"FSIT","cau","Turkey","UM",NA,NA,NA,"Group","Turkey",0,"psy"
"1855","Turkington 2002","Turkington2002_change_CPRS_total_NA_NA_interviewer-rated_CBT_TAU2_NA_NA",0.206534576020951,0.110984790311642,"CBT","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",0,"psy"
"1856","Valencia 2007","Valencia2007_msd_PANSS_total_NA_NA_interviewer-rated_SST_FPE_TAU1_NA_NA",0.814993087202331,0.230269817137614,"SST_FPE","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1857","Valencia 2007","Valencia2007_msd_PANSS_positive_NA_NA_interviewer-rated_SST_FPE_TAU1_NA_NA",0.892339061349682,0.23204474827487,"SST_FPE","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1858","Valencia 2007","Valencia2007_msd_PANSS_negative_NA_NA_interviewer-rated_SST_FPE_TAU1_NA_NA",0.816780175745766,0.23030915992496,"SST_FPE","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1859","Valencia 2010","Valencia2010_msd_PANSS_total_NA_NA_interviewer-rated_SST_FPE_TAU1_NA_NA",0.368608969667763,0.223356893753911,"SST_FPE","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1860","Valencia 2010","Valencia2010_msd_PANSS_positive_NA_NA_interviewer-rated_SST_FPE_TAU1_NA_NA",0.774865472567883,0.229650770561997,"SST_FPE","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1861","Valencia 2010","Valencia2010_msd_PANSS_negative_NA_NA_interviewer-rated_SST_FPE_TAU1_NA_NA",0.62700951547783,0.226864070590268,"SST_FPE","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1862","Valencia 2012","Valencia2012_msd_PANSS_total_NA_NA_interviewer-rated_SST_FPE_TAU1_NA_NA",0.966060358443887,0.248158779286679,"SST_FPE","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1863","Valencia 2012","Valencia2012_msd_PANSS_positive_NA_NA_interviewer-rated_SST_FPE_TAU1_NA_NA",0.607435143664872,0.240071819465805,"SST_FPE","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1864","Valencia 2012","Valencia2012_msd_PANSS_negative_NA_NA_interviewer-rated_SST_FPE_TAU1_NA_NA",0.805893812038184,0.244124994462007,"SST_FPE","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1865","Valencia 2013","Valencia2013_change_PANSS_total_NA_NA_interviewer-rated_SST_TAU2_NA_NA",0.699969119181229,0.190785412959496,"SST","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1866","Valencia 2013","Valencia2013_change_PANSS_positive_NA_NA_interviewer-rated_SST_TAU2_NA_NA",0.64810558127527,0.190003943266488,"SST","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1867","Valencia 2013","Valencia2013_change_PANSS_negative_NA_NA_interviewer-rated_SST_TAU2_NA_NA",0.674838156417612,0.190399636313538,"SST","cau","Mexico","UM",NA,NA,NA,"Group","Mexico",0,"psy"
"1868","Velligan 2015","Velligan2015_msd_BPRS_total_NA_NA_interviewer-rated_CBT_TAU1_CBT_TAU1",0.218985148499708,0.264832571113676,"CBT","cau","USA","H","CBT","TAU1",NA,"Individual","USA",1,"psy"
"1869","Velligan 2015","Velligan2015_msd_BPRS_total_NA_NA_interviewer-rated_CBT_CAT_TAU1_CBT_CAT_TAU1",0.0513633509791341,0.261361813365443,"CBT_CAT","cau","USA","H","CBT_CAT","TAU1",NA,"Individual","USA",1,"psy"
"1870","Vita 2011a","Vita2011a_change_PANSS_total_NA_NA_interviewer-rated_CR_BF_CR_BF",1.01069740414725,0.279455788023234,"CR","cau","Italy","H","CR","BF",NA,"Group","Italy",0,"psy"
"1871","Vita 2011a","Vita2011a_change_PANSS_positive_NA_NA_interviewer-rated_CR_BF_CR_BF",0.781608320331925,0.27287123083679,"CR","cau","Italy","H","CR","BF",NA,"Group","Italy",0,"psy"
"1872","Vita 2011a","Vita2011a_change_PANSS_negative_NA_NA_interviewer-rated_CR_BF_CR_BF",0.907455207100648,0.276299598383085,"CR","cau","Italy","H","CR","BF",NA,"Group","Italy",0,"psy"
"1873","Vita 2011a","Vita2011a_change_PANSS_total_NA_NA_interviewer-rated_CRSS_BF_CRSS_BF",1.17627809044195,0.295578738480579,"CRSS","cau","Italy","H","CRSS","BF",NA,"Group","Italy",0,"psy"
"1874","Vita 2011a","Vita2011a_change_PANSS_positive_NA_NA_interviewer-rated_CRSS_BF_CRSS_BF",0.808952082199133,0.283574752807886,"CRSS","cau","Italy","H","CRSS","BF",NA,"Group","Italy",0,"psy"
"1875","Vita 2011a","Vita2011a_change_PANSS_negative_NA_NA_interviewer-rated_CRSS_BF_CRSS_BF",1.39907675537156,0.304691695223945,"CRSS","cau","Italy","H","CRSS","BF",NA,"Group","Italy",0,"psy"
"1876","Vita 2011b","Vita2011b_msd_PANSS_total_NA_NA_interviewer-rated_CRSS_BF_NA_NA",0.815835602188441,0.374812966064695,"CRSS","cau","Italy","H",NA,NA,NA,"Group","Italy",0,"psy"
"1877","Vita 2011b","Vita2011b_msd_PANSS_positive_NA_NA_interviewer-rated_CRSS_BF_NA_NA",1.20164293714098,0.392072024992644,"CRSS","cau","Italy","H",NA,NA,NA,"Group","Italy",0,"psy"
"1878","Vita 2011b","Vita2011b_msd_PANSS_negative_NA_NA_interviewer-rated_CRSS_BF_NA_NA",0.604306623421827,0.367935508958918,"CRSS","cau","Italy","H",NA,NA,NA,"Group","Italy",0,"psy"
"1879","Wang 2016","Wang2016_msd_PANSS_total_NA_NA_interviewer-rated_MPE_TAU2_MPE_TAU2",0.995963154863191,0.227565729120098,"MPE","cau","China","UM","MPE","TAU2",NA,"Group","China",1,"psy"
"1880","Wang 2016","Wang2016_msd_PANSS_positive_NA_NA_interviewer-rated_MPE_TAU2_MPE_TAU2",0.759226927799915,0.222160523351576,"MPE","cau","China","UM","MPE","TAU2",NA,"Group","China",1,"psy"
"1881","Wang 2016","Wang2016_msd_PANSS_negative_NA_NA_interviewer-rated_MPE_TAU2_MPE_TAU2",0.403283135846707,0.216643830442028,"MPE","cau","China","UM","MPE","TAU2",NA,"Group","China",1,"psy"
"1882","Wang 2016","Wang2016_msd_PANSS_total_NA_NA_interviewer-rated_PE_TAU2_PE_TAU2",0.656989497126151,0.220245871787959,"PE","cau","China","UM","PE","TAU2",NA,"Group","China",1,"psy"
"1883","Wang 2016","Wang2016_msd_PANSS_positive_NA_NA_interviewer-rated_PE_TAU2_PE_TAU2",0.381657982033816,0.216414521252458,"PE","cau","China","UM","PE","TAU2",NA,"Group","China",1,"psy"
"1884","Wang 2016","Wang2016_msd_PANSS_negative_NA_NA_interviewer-rated_PE_TAU2_PE_TAU2",0.179659765169438,0.214876517240676,"PE","cau","China","UM","PE","TAU2",NA,"Group","China",1,"psy"
"1885","Wykes 2007","Wykes2007_msd_PANSS_total_NA_NA_interviewer-rated_CR_TAU2_NA_NA",-0.0164483050611121,0.226459312934859,"CR","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",1,"psy"
"1886","Wykes 2007","Wykes2007_msd_PANSS_positive_NA_NA_interviewer-rated_CR_TAU2_NA_NA",-0.0668856052959844,0.226519988437769,"CR","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",1,"psy"
"1887","Wykes 2007","Wykes2007_msd_PANSS_negative_NA_NA_interviewer-rated_CR_TAU2_NA_NA",-0.0308855039705082,0.226469178975549,"CR","cau","United Kingdom","H",NA,NA,NA,"Individual","UK",1,"psy"
"1888","Acarturk, 2016","Acarturk_2016_precalcfromVA_IES_post_NA_self-report_EMDR_Waitlist_NA_NA",2.219,0.307,"EMDR","Waitlist","Turkey","UM",NA,NA,NA,"Individual","Turkey",1,"ptsd"
"1889","Ahmadi, 2015","Ahmadi_2015_precalcfromVA_M-PTSD_post_NA_self-report_EMDR_Waitlist_NA_NA",2.325,0.561,"EMDR","Waitlist","Iran","UM",NA,NA,NA,"Individual","Iran",0,"ptsd"
"1890","Aldahadha, 2012","Aldahadha_2012_precalcfromVA_TSI_post_NA_self-report_EMDR_Waitlist_NA_NA",2.401393672,0.3858905987,"EMDR","Waitlist","Oman","H",NA,NA,NA,"Individual","Oman",0,"ptsd"
"1891","Alghamdi, 2015","Alghamdi_2015_precalcfromVA_SPTSS_post_3.00_self-report_NET_Waitlist_NA_NA",2.071,0.434,"NET","Waitlist","Saudi Arabia","H",NA,NA,"3","Individual","Saudi Arabia",0,"ptsd"
"1892","Alsheikh Ali, 2020","AlsheikhAli_2020_precalcfromVA_PCL_post_6.00_self-report_Othernon-trauma-focused_Other_NA_NA",2.106770954,0.3971814146,"Other non-trauma-focused","Other","Jordan","UM",NA,NA,"6","Group","Jordan",0,"ptsd"
"1893","Arntz, 2007","Arntz_2007_precalcfromVA_PSS-SR_post_10.00_self-report_ExposureTherapy_Waitlist_Imaginalexposure+imageryrescriptingA_Waitlist",0.649,0.336,"Exposure Therapy","Waitlist","Netherlands","H","Imaginal exposure + imagery rescripting A","Waitlist","10","Individual","The Netherlands",0,"ptsd"
"1894","Arntz, 2007","Arntz_2007_precalcfromVA_PSS-SR_post_10.00_self-report_ExposureTherapy_Waitlist_ImaginalexposureB_Waitlist",0.738,0.346,"Exposure Therapy","Waitlist","Netherlands","H","Imaginal exposure B","Waitlist","10","Individual","The Netherlands",0,"ptsd"
"1895","Asukai, 2010","Asukai_2010_precalcfromVA_CAPS_post_NA_clinician_PE_TAU_NA_NA",1.395596696,0.4584688094,"PE","TAU","Japan","H",NA,NA,NA,"Individual","Japan",1,"ptsd"
"1896","Basoglu, 2005","Basoglu_2005_precalcfromVA_CAPS_post_1.00_clinician_TF-CBT_Waitlist_NA_NA",0.4350232507,0.2638548261,"TF-CBT","Waitlist","Turkey","UM",NA,NA,"1","Individual","Turkey",1,"ptsd"
"1897","Basoglu, 2007","Basoglu_2007_precalcfromVA_CAPS_post_1.00_clinician_ExposureTherapy_Waitlist_NA_NA",0.8625483204,0.3826638304,"Exposure Therapy","Waitlist","Turkey","UM",NA,NA,"1","Individual","Turkey",0,"ptsd"
